,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.11,0.09,0.76,0.29,0.43,127.23
0.65,0.25,0.21,0.76,0.53,0.62,113.95
0.70,0.42,0.36,0.73,0.76,0.75,93.71
0.75,0.28,0.27,0.68,0.91,0.78,72.04
0.80,0.19,0.15,0.64,0.94,0.76,61.26
0.85,0.07,0.02,0.6,0.97,0.74,47.87
0.90,0.01,0.0,0.58,0.98,0.73,38.06
max
0.60,0.11,0.09,0.76,0.29,0.43,127.23
0.65,0.25,0.21,0.76,0.53,0.62,113.95
0.70,0.42,0.36,0.73,0.76,0.75,93.71
0.75,0.28,0.27,0.68,0.91,0.78,72.04
0.80,0.19,0.15,0.64,0.94,0.76,61.26
0.85,0.07,0.02,0.6,0.97,0.74,47.87
0.90,0.01,0.0,0.58,0.98,0.73,38.06
min
0.60,0.11,0.09,0.76,0.29,0.43,127.23
0.65,0.25,0.21,0.76,0.53,0.62,113.95
0.70,0.42,0.36,0.73,0.76,0.75,93.71
0.75,0.28,0.27,0.68,0.91,0.78,72.04
0.80,0.19,0.15,0.64,0.94,0.76,61.26
0.85,0.07,0.02,0.6,0.97,0.74,47.87
0.90,0.01,0.0,0.58,0.98,0.73,38.06
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 764.86 seconds
