,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.14,0.08,0.57,0.43,0.49,66.48
0.65,0.17,0.07,0.58,0.5,0.54,59.8
0.70,0.21,0.05,0.59,0.62,0.61,42.15
0.75,0.18,0.03,0.59,0.7,0.64,31.86
0.80,0.15,0.02,0.59,0.81,0.68,37.93
0.85,0.1,0.01,0.59,0.91,0.72,26.01
0.90,0.01,0.0,0.58,0.98,0.73,15.49
max
0.60,0.14,0.08,0.57,0.43,0.49,66.48
0.65,0.17,0.07,0.58,0.5,0.54,59.8
0.70,0.21,0.05,0.59,0.62,0.61,42.15
0.75,0.18,0.03,0.59,0.7,0.64,31.86
0.80,0.15,0.02,0.59,0.81,0.68,37.93
0.85,0.1,0.01,0.59,0.91,0.72,26.01
0.90,0.01,0.0,0.58,0.98,0.73,15.49
min
0.60,0.14,0.08,0.57,0.43,0.49,66.48
0.65,0.17,0.07,0.58,0.5,0.54,59.8
0.70,0.21,0.05,0.59,0.62,0.61,42.15
0.75,0.18,0.03,0.59,0.7,0.64,31.86
0.80,0.15,0.02,0.59,0.81,0.68,37.93
0.85,0.1,0.01,0.59,0.91,0.72,26.01
0.90,0.01,0.0,0.58,0.98,0.73,15.49
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 15953.51 seconds
