,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.04,0.04,0.71,0.09,0.17,556.19
0.40,0.15,0.24,0.75,0.3,0.43,1855.88
0.45,0.24,0.3,0.69,0.49,0.57,382.28
0.50,0.34,0.34,0.69,0.63,0.66,315.0
0.55,0.36,0.31,0.68,0.73,0.71,274.49
0.60,0.3,0.16,0.66,0.81,0.73,232.71
0.65,0.26,0.12,0.65,0.87,0.75,184.85
0.70,0.19,0.06,0.63,0.92,0.75,149.14
max
0.35,0.04,0.04,0.71,0.09,0.17,556.19
0.40,0.15,0.24,0.75,0.3,0.43,1855.88
0.45,0.24,0.3,0.69,0.49,0.57,382.28
0.50,0.34,0.34,0.69,0.63,0.66,315.0
0.55,0.36,0.31,0.68,0.73,0.71,274.49
0.60,0.3,0.16,0.66,0.81,0.73,232.71
0.65,0.26,0.12,0.65,0.87,0.75,184.85
0.70,0.19,0.06,0.63,0.92,0.75,149.14
min
0.35,0.04,0.04,0.71,0.09,0.17,556.19
0.40,0.15,0.24,0.75,0.3,0.43,1855.88
0.45,0.24,0.3,0.69,0.49,0.57,382.28
0.50,0.34,0.34,0.69,0.63,0.66,315.0
0.55,0.36,0.31,0.68,0.73,0.71,274.49
0.60,0.3,0.16,0.66,0.81,0.73,232.71
0.65,0.26,0.12,0.65,0.87,0.75,184.85
0.70,0.19,0.06,0.63,0.92,0.75,149.14
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 4530.31 seconds
