,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.0,0.0,1.0,0.0,0.0,254.65
0.10,0.0,0.0,1.0,0.0,0.0,253.86
0.15,0.0,0.0,1.0,0.0,0.0,255.25
0.20,0.0,0.0,1.0,0.0,0.0,254.68
0.25,0.0,0.0,0.66,0.01,0.01,254.24
0.30,0.0,0.0,0.66,0.01,0.01,254.87
0.35,0.04,0.03,0.56,0.13,0.21,252.94
0.40,0.05,0.06,0.54,0.17,0.26,244.33
0.45,0.07,0.09,0.57,0.21,0.31,243.03
0.50,0.14,0.13,0.59,0.37,0.46,219.13
0.55,0.17,0.15,0.61,0.44,0.51,200.48
max
0.05,0.0,0.0,1.0,0.0,0.0,254.65
0.10,0.0,0.0,1.0,0.0,0.0,253.86
0.15,0.0,0.0,1.0,0.0,0.0,255.25
0.20,0.0,0.0,1.0,0.0,0.0,254.68
0.25,0.0,0.0,0.66,0.01,0.01,254.24
0.30,0.0,0.0,0.66,0.01,0.01,254.87
0.35,0.04,0.03,0.56,0.13,0.21,252.94
0.40,0.05,0.06,0.54,0.17,0.26,244.33
0.45,0.07,0.09,0.57,0.21,0.31,243.03
0.50,0.14,0.13,0.59,0.37,0.46,219.13
0.55,0.17,0.15,0.61,0.44,0.51,200.48
min
0.05,0.0,0.0,1.0,0.0,0.0,254.65
0.10,0.0,0.0,1.0,0.0,0.0,253.86
0.15,0.0,0.0,1.0,0.0,0.0,255.25
0.20,0.0,0.0,1.0,0.0,0.0,254.68
0.25,0.0,0.0,0.66,0.01,0.01,254.24
0.30,0.0,0.0,0.66,0.01,0.01,254.87
0.35,0.04,0.03,0.56,0.13,0.21,252.94
0.40,0.05,0.06,0.54,0.17,0.26,244.33
0.45,0.07,0.09,0.57,0.21,0.31,243.03
0.50,0.14,0.13,0.59,0.37,0.46,219.13
0.55,0.17,0.15,0.61,0.44,0.51,200.48
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 26586.74 seconds
