,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.12,0.13,0.58,0.36,0.44,216.14
0.40,0.14,0.08,0.57,0.42,0.48,199.81
0.45,0.2,0.11,0.6,0.52,0.56,178.5
0.50,0.23,0.08,0.6,0.6,0.6,156.19
0.55,0.22,0.07,0.6,0.65,0.62,138.33
0.60,0.18,0.03,0.59,0.72,0.65,114.84
0.65,0.17,0.02,0.6,0.79,0.68,95.46
0.70,0.15,0.02,0.6,0.86,0.71,73.8
max
0.35,0.12,0.13,0.58,0.36,0.44,216.14
0.40,0.14,0.08,0.57,0.42,0.48,199.81
0.45,0.2,0.11,0.6,0.52,0.56,178.5
0.50,0.23,0.08,0.6,0.6,0.6,156.19
0.55,0.22,0.07,0.6,0.65,0.62,138.33
0.60,0.18,0.03,0.59,0.72,0.65,114.84
0.65,0.17,0.02,0.6,0.79,0.68,95.46
0.70,0.15,0.02,0.6,0.86,0.71,73.8
min
0.35,0.12,0.13,0.58,0.36,0.44,216.14
0.40,0.14,0.08,0.57,0.42,0.48,199.81
0.45,0.2,0.11,0.6,0.52,0.56,178.5
0.50,0.23,0.08,0.6,0.6,0.6,156.19
0.55,0.22,0.07,0.6,0.65,0.62,138.33
0.60,0.18,0.03,0.59,0.72,0.65,114.84
0.65,0.17,0.02,0.6,0.79,0.68,95.46
0.70,0.15,0.02,0.6,0.86,0.71,73.8
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 26261.98 seconds
