,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.50,0.01,0.0,1.0,0.01,0.03,16.73
0.55,0.16,0.24,0.83,0.29,0.43,16.26
0.60,0.26,0.4,0.77,0.47,0.58,17.0
0.65,0.39,0.38,0.73,0.65,0.69,16.6
0.70,0.37,0.22,0.69,0.78,0.73,14.43
0.75,0.28,0.11,0.66,0.88,0.75,14.94
0.80,0.17,0.04,0.63,0.94,0.75,10.73
0.85,0.07,0.01,0.6,0.97,0.74,13.85
0.90,0.01,0.0,0.58,0.99,0.73,12.55
max
0.50,0.01,0.0,1.0,0.01,0.03,16.73
0.55,0.16,0.24,0.83,0.29,0.43,16.26
0.60,0.26,0.4,0.77,0.47,0.58,17.0
0.65,0.39,0.38,0.73,0.65,0.69,16.6
0.70,0.37,0.22,0.69,0.78,0.73,14.43
0.75,0.28,0.11,0.66,0.88,0.75,14.94
0.80,0.17,0.04,0.63,0.94,0.75,10.73
0.85,0.07,0.01,0.6,0.97,0.74,13.85
0.90,0.01,0.0,0.58,0.99,0.73,12.55
min
0.50,0.01,0.0,1.0,0.01,0.03,16.73
0.55,0.16,0.24,0.83,0.29,0.43,16.26
0.60,0.26,0.4,0.77,0.47,0.58,17.0
0.65,0.39,0.38,0.73,0.65,0.69,16.6
0.70,0.37,0.22,0.69,0.78,0.73,14.43
0.75,0.28,0.11,0.66,0.88,0.75,14.94
0.80,0.17,0.04,0.63,0.94,0.75,10.73
0.85,0.07,0.01,0.6,0.97,0.74,13.85
0.90,0.01,0.0,0.58,0.99,0.73,12.55
std
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 157.58 seconds
