,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,1.0,0.0,0.01,180.64
0.65,0.01,0.01,0.97,0.02,0.04,175.43
0.70,0.03,0.03,0.86,0.07,0.14,173.07
0.75,0.11,0.1,0.85,0.25,0.39,171.3
0.80,0.35,0.32,0.82,0.61,0.7,139.0
0.85,0.33,0.35,0.7,0.9,0.79,91.58
0.90,0.08,0.04,0.6,0.97,0.74,38.29
max
0.60,0.0,0.0,1.0,0.0,0.01,180.64
0.65,0.01,0.01,0.97,0.02,0.04,175.43
0.70,0.03,0.03,0.86,0.07,0.14,173.07
0.75,0.11,0.1,0.85,0.25,0.39,171.3
0.80,0.35,0.32,0.82,0.61,0.7,139.0
0.85,0.33,0.35,0.7,0.9,0.79,91.58
0.90,0.08,0.04,0.6,0.97,0.74,38.29
min
0.60,0.0,0.0,1.0,0.0,0.01,180.64
0.65,0.01,0.01,0.97,0.02,0.04,175.43
0.70,0.03,0.03,0.86,0.07,0.14,173.07
0.75,0.11,0.1,0.85,0.25,0.39,171.3
0.80,0.35,0.32,0.82,0.61,0.7,139.0
0.85,0.33,0.35,0.7,0.9,0.79,91.58
0.90,0.08,0.04,0.6,0.97,0.74,38.29
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 6775.24 seconds
