,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.02,0.01,0.89,0.04,0.08,152.68
0.65,0.06,0.06,0.83,0.16,0.27,152.26
0.70,0.18,0.16,0.82,0.39,0.53,120.39
0.75,0.42,0.34,0.8,0.69,0.74,96.23
0.80,0.34,0.32,0.7,0.9,0.79,75.62
0.85,0.15,0.1,0.63,0.96,0.76,56.28
0.90,0.05,0.02,0.59,0.98,0.74,38.83
max
0.60,0.02,0.01,0.89,0.04,0.08,152.68
0.65,0.06,0.06,0.83,0.16,0.27,152.26
0.70,0.18,0.16,0.82,0.39,0.53,120.39
0.75,0.42,0.34,0.8,0.69,0.74,96.23
0.80,0.34,0.32,0.7,0.9,0.79,75.62
0.85,0.15,0.1,0.63,0.96,0.76,56.28
0.90,0.05,0.02,0.59,0.98,0.74,38.83
min
0.60,0.02,0.01,0.89,0.04,0.08,152.68
0.65,0.06,0.06,0.83,0.16,0.27,152.26
0.70,0.18,0.16,0.82,0.39,0.53,120.39
0.75,0.42,0.34,0.8,0.69,0.74,96.23
0.80,0.34,0.32,0.7,0.9,0.79,75.62
0.85,0.15,0.1,0.63,0.96,0.76,56.28
0.90,0.05,0.02,0.59,0.98,0.74,38.83
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 4743.96 seconds
