,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.65,0.01,0.01,171.69
0.65,0.0,0.0,0.57,0.01,0.02,165.91
0.70,0.01,0.01,0.72,0.02,0.04,176.83
0.75,0.03,0.03,0.85,0.08,0.15,172.96
0.80,0.12,0.11,0.8,0.29,0.43,166.68
0.85,0.33,0.3,0.7,0.79,0.74,92.16
0.90,0.01,0.0,0.58,0.98,0.73,32.91
max
0.60,0.0,0.0,0.65,0.01,0.01,171.69
0.65,0.0,0.0,0.57,0.01,0.02,165.91
0.70,0.01,0.01,0.72,0.02,0.04,176.83
0.75,0.03,0.03,0.85,0.08,0.15,172.96
0.80,0.12,0.11,0.8,0.29,0.43,166.68
0.85,0.33,0.3,0.7,0.79,0.74,92.16
0.90,0.01,0.0,0.58,0.98,0.73,32.91
min
0.60,0.0,0.0,0.65,0.01,0.01,171.69
0.65,0.0,0.0,0.57,0.01,0.02,165.91
0.70,0.01,0.01,0.72,0.02,0.04,176.83
0.75,0.03,0.03,0.85,0.08,0.15,172.96
0.80,0.12,0.11,0.8,0.29,0.43,166.68
0.85,0.33,0.3,0.7,0.79,0.74,92.16
0.90,0.01,0.0,0.58,0.98,0.73,32.91
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 11827.96 seconds
