,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean,,,,,,
0.5,0,0,1,0.01,0.02,17.52
0.55,0.03,0.03,0.78,0.07,0.13,17.3
0.6,0.18,0.34,0.78,0.34,0.47,17.73
0.65,0.31,0.46,0.79,0.53,0.63,17.78
0.7,0.44,0.36,0.73,0.7,0.72,18.33
0.75,0.31,0.14,0.67,0.83,0.74,17.3
0.8,0.2,0.05,0.64,0.92,0.75,15.56
0.85,0.09,0.01,0.6,0.97,0.74,14.58
0.9,0.02,0,0.58,0.98,0.73,11.15
max,,,,,,
0.5,0,0,1,0.01,0.02,17.52
0.55,0.03,0.03,0.78,0.07,0.13,17.3
0.6,0.18,0.34,0.78,0.34,0.47,17.73
0.65,0.31,0.46,0.79,0.53,0.63,17.78
0.7,0.44,0.36,0.73,0.7,0.72,18.33
0.75,0.31,0.14,0.67,0.83,0.74,17.3
0.8,0.2,0.05,0.64,0.92,0.75,15.56
0.85,0.09,0.01,0.6,0.97,0.74,14.58
0.9,0.02,0,0.58,0.98,0.73,11.15
min,,,,,,
0.5,0,0,1,0.01,0.02,17.52
0.55,0.03,0.03,0.78,0.07,0.13,17.3
0.6,0.18,0.34,0.78,0.34,0.47,17.73
0.65,0.31,0.46,0.79,0.53,0.63,17.78
0.7,0.44,0.36,0.73,0.7,0.72,18.33
0.75,0.31,0.14,0.67,0.83,0.74,17.3
0.8,0.2,0.05,0.64,0.92,0.75,15.56
0.85,0.09,0.01,0.6,0.97,0.74,14.58
0.9,0.02,0,0.58,0.98,0.73,11.15
std,,,,,,
0.5,0,0,0,0,0,0
0.55,0,0,0,0,0,0
0.6,0,0,0,0,0,0
0.65,0,0,0,0,0,0
0.7,0,0,0,0,0,0
0.75,0,0,0,0,0,0
0.8,0,0,0,0,0,0
0.85,0,0,0,0,0,0
0.9,0,0,0,0,0,0
test finished in 168.91 seconds,,,,,,
