,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,1.0,0.0,0.0,178.7
0.65,0.0,0.0,1.0,0.0,0.01,171.45
0.70,0.01,0.01,0.88,0.03,0.06,175.16
0.75,0.04,0.04,0.86,0.1,0.18,178.98
0.80,0.21,0.2,0.83,0.43,0.57,145.64
0.85,0.34,0.34,0.71,0.84,0.77,70.65
0.90,0.03,0.01,0.59,0.98,0.74,25.56
max
0.60,0.0,0.0,1.0,0.0,0.0,178.7
0.65,0.0,0.0,1.0,0.0,0.01,171.45
0.70,0.01,0.01,0.88,0.03,0.06,175.16
0.75,0.04,0.04,0.86,0.1,0.18,178.98
0.80,0.21,0.2,0.83,0.43,0.57,145.64
0.85,0.34,0.34,0.71,0.84,0.77,70.65
0.90,0.03,0.01,0.59,0.98,0.74,25.56
min
0.60,0.0,0.0,1.0,0.0,0.0,178.7
0.65,0.0,0.0,1.0,0.0,0.01,171.45
0.70,0.01,0.01,0.88,0.03,0.06,175.16
0.75,0.04,0.04,0.86,0.1,0.18,178.98
0.80,0.21,0.2,0.83,0.43,0.57,145.64
0.85,0.34,0.34,0.71,0.84,0.77,70.65
0.90,0.03,0.01,0.59,0.98,0.74,25.56
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 16940.62 seconds
