,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.01,0.0,0.74,0.02,0.04,773.96
0.65,0.08,0.11,0.76,0.16,0.27,591.24
0.70,0.23,0.38,0.74,0.44,0.55,442.26
0.75,0.31,0.4,0.73,0.57,0.64,344.46
0.80,0.28,0.11,0.65,0.78,0.71,217.57
0.85,0.14,0.02,0.61,0.91,0.73,119.29
0.90,0.02,0.0,0.58,0.98,0.73,63.43
max
0.60,0.01,0.0,0.74,0.02,0.04,773.96
0.65,0.08,0.11,0.76,0.16,0.27,591.24
0.70,0.23,0.38,0.74,0.44,0.55,442.26
0.75,0.31,0.4,0.73,0.57,0.64,344.46
0.80,0.28,0.11,0.65,0.78,0.71,217.57
0.85,0.14,0.02,0.61,0.91,0.73,119.29
0.90,0.02,0.0,0.58,0.98,0.73,63.43
min
0.60,0.01,0.0,0.74,0.02,0.04,773.96
0.65,0.08,0.11,0.76,0.16,0.27,591.24
0.70,0.23,0.38,0.74,0.44,0.55,442.26
0.75,0.31,0.4,0.73,0.57,0.64,344.46
0.80,0.28,0.11,0.65,0.78,0.71,217.57
0.85,0.14,0.02,0.61,0.91,0.73,119.29
0.90,0.02,0.0,0.58,0.98,0.73,63.43
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 5432.05 seconds
