,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.01,0.01,0.73,0.02,0.05,173.96
0.65,0.02,0.02,0.77,0.06,0.12,172.73
0.70,0.06,0.05,0.76,0.18,0.29,165.82
0.75,0.27,0.24,0.77,0.56,0.65,115.9
0.80,0.29,0.28,0.68,0.86,0.76,73.71
0.85,0.06,0.02,0.6,0.97,0.74,35.3
0.90,-0.01,0.0,0.57,0.99,0.73,26.7
max
0.60,0.01,0.01,0.73,0.02,0.05,173.96
0.65,0.02,0.02,0.77,0.06,0.12,172.73
0.70,0.06,0.05,0.76,0.18,0.29,165.82
0.75,0.27,0.24,0.77,0.56,0.65,115.9
0.80,0.29,0.28,0.68,0.86,0.76,73.71
0.85,0.06,0.02,0.6,0.97,0.74,35.3
0.90,-0.01,-0.0,0.57,0.99,0.73,26.7
min
0.60,0.01,0.01,0.73,0.02,0.05,173.96
0.65,0.02,0.02,0.77,0.06,0.12,172.73
0.70,0.06,0.05,0.76,0.18,0.29,165.82
0.75,0.27,0.24,0.77,0.56,0.65,115.9
0.80,0.29,0.28,0.68,0.86,0.76,73.71
0.85,0.06,0.02,0.6,0.97,0.74,35.3
0.90,-0.01,-0.0,0.57,0.99,0.73,26.7
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 8805.03 seconds
