,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.05,0.06,0.78,0.12,0.2,24.06
0.40,0.2,0.34,0.78,0.37,0.5,23.31
0.45,0.28,0.34,0.71,0.54,0.61,23.31
0.50,0.36,0.34,0.7,0.65,0.68,22.45
0.55,0.42,0.35,0.71,0.74,0.73,21.25
0.60,0.36,0.31,0.69,0.8,0.74,22.98
0.65,0.28,0.14,0.66,0.86,0.75,21.14
0.70,0.23,0.11,0.65,0.91,0.76,19.69
max
0.35,0.05,0.06,0.78,0.12,0.2,24.06
0.40,0.2,0.34,0.78,0.37,0.5,23.31
0.45,0.28,0.34,0.71,0.54,0.61,23.31
0.50,0.36,0.34,0.7,0.65,0.68,22.45
0.55,0.42,0.35,0.71,0.74,0.73,21.25
0.60,0.36,0.31,0.69,0.8,0.74,22.98
0.65,0.28,0.14,0.66,0.86,0.75,21.14
0.70,0.23,0.11,0.65,0.91,0.76,19.69
min
0.35,0.05,0.06,0.78,0.12,0.2,24.06
0.40,0.2,0.34,0.78,0.37,0.5,23.31
0.45,0.28,0.34,0.71,0.54,0.61,23.31
0.50,0.36,0.34,0.7,0.65,0.68,22.45
0.55,0.42,0.35,0.71,0.74,0.73,21.25
0.60,0.36,0.31,0.69,0.8,0.74,22.98
0.65,0.28,0.14,0.66,0.86,0.75,21.14
0.70,0.23,0.11,0.65,0.91,0.76,19.69
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 206.88 seconds
