,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.14,0.13,0.8,0.34,0.48,117.0
0.65,0.28,0.25,0.79,0.56,0.65,102.11
0.70,0.4,0.3,0.76,0.71,0.73,89.38
0.75,0.36,0.36,0.71,0.89,0.79,79.22
0.80,0.24,0.17,0.66,0.94,0.78,70.67
0.85,0.13,0.09,0.62,0.97,0.76,58.99
0.90,0.05,0.02,0.59,0.98,0.74,46.29
max
0.60,0.14,0.13,0.8,0.34,0.48,117.0
0.65,0.28,0.25,0.79,0.56,0.65,102.11
0.70,0.4,0.3,0.76,0.71,0.73,89.38
0.75,0.36,0.36,0.71,0.89,0.79,79.22
0.80,0.24,0.17,0.66,0.94,0.78,70.67
0.85,0.13,0.09,0.62,0.97,0.76,58.99
0.90,0.05,0.02,0.59,0.98,0.74,46.29
min
0.60,0.14,0.13,0.8,0.34,0.48,117.0
0.65,0.28,0.25,0.79,0.56,0.65,102.11
0.70,0.4,0.3,0.76,0.71,0.73,89.38
0.75,0.36,0.36,0.71,0.89,0.79,79.22
0.80,0.24,0.17,0.66,0.94,0.78,70.67
0.85,0.13,0.09,0.62,0.97,0.76,58.99
0.90,0.05,0.02,0.59,0.98,0.74,46.29
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 4098.36 seconds
