,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.55,0.18,0.34,0.82,0.32,0.46,186.39
0.60,0.27,0.41,0.79,0.47,0.59,175.41
0.65,0.37,0.36,0.72,0.65,0.68,115.57
0.70,0.38,0.29,0.7,0.77,0.73,102.26
0.75,0.27,0.15,0.66,0.87,0.75,88.96
0.80,0.17,0.05,0.63,0.94,0.75,77.86
0.85,0.07,0.01,0.6,0.97,0.74,54.69
max
0.55,0.18,0.34,0.82,0.32,0.46,186.39
0.60,0.27,0.41,0.79,0.47,0.59,175.41
0.65,0.37,0.36,0.72,0.65,0.68,115.57
0.70,0.38,0.29,0.7,0.77,0.73,102.26
0.75,0.27,0.15,0.66,0.87,0.75,88.96
0.80,0.17,0.05,0.63,0.94,0.75,77.86
0.85,0.07,0.01,0.6,0.97,0.74,54.69
min
0.55,0.18,0.34,0.82,0.32,0.46,186.39
0.60,0.27,0.41,0.79,0.47,0.59,175.41
0.65,0.37,0.36,0.72,0.65,0.68,115.57
0.70,0.38,0.29,0.7,0.77,0.73,102.26
0.75,0.27,0.15,0.66,0.87,0.75,88.96
0.80,0.17,0.05,0.63,0.94,0.75,77.86
0.85,0.07,0.01,0.6,0.97,0.74,54.69
std
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 825.47 seconds
