,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.1,0.17,0.84,0.2,0.32,14.4
0.65,0.26,0.45,0.82,0.44,0.57,14.51
0.70,0.36,0.42,0.75,0.61,0.67,14.99
0.75,0.38,0.22,0.69,0.76,0.72,12.36
0.80,0.25,0.08,0.65,0.89,0.75,8.01
0.85,0.12,0.02,0.61,0.96,0.75,10.07
0.90,0.02,0.0,0.58,0.98,0.73,12.09
max
0.60,0.1,0.17,0.84,0.2,0.32,14.4
0.65,0.26,0.45,0.82,0.44,0.57,14.51
0.70,0.36,0.42,0.75,0.61,0.67,14.99
0.75,0.38,0.22,0.69,0.76,0.72,12.36
0.80,0.25,0.08,0.65,0.89,0.75,8.01
0.85,0.12,0.02,0.61,0.96,0.75,10.07
0.90,0.02,0.0,0.58,0.98,0.73,12.09
min
0.60,0.1,0.17,0.84,0.2,0.32,14.4
0.65,0.26,0.45,0.82,0.44,0.57,14.51
0.70,0.36,0.42,0.75,0.61,0.67,14.99
0.75,0.38,0.22,0.69,0.76,0.72,12.36
0.80,0.25,0.08,0.65,0.89,0.75,8.01
0.85,0.12,0.02,0.61,0.96,0.75,10.07
0.90,0.02,0.0,0.58,0.98,0.73,12.09
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 6833.95 seconds
