,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.59,0.01,0.01,260.1
0.65,0.0,0.0,0.61,0.01,0.02,256.78
0.70,0.01,0.01,0.66,0.04,0.08,263.6
0.75,0.03,0.02,0.72,0.09,0.15,262.67
0.80,0.15,0.14,0.78,0.35,0.48,251.26
0.85,0.4,0.32,0.74,0.72,0.73,187.4
0.90,0.07,0.03,0.6,0.95,0.73,63.42
max
0.60,0.0,-0.0,0.59,0.01,0.01,260.1
0.65,0.0,0.0,0.61,0.01,0.02,256.78
0.70,0.01,0.01,0.66,0.04,0.08,263.6
0.75,0.03,0.02,0.72,0.09,0.15,262.67
0.80,0.15,0.14,0.78,0.35,0.48,251.26
0.85,0.4,0.32,0.74,0.72,0.73,187.4
0.90,0.07,0.03,0.6,0.95,0.73,63.42
min
0.60,0.0,-0.0,0.59,0.01,0.01,260.1
0.65,0.0,0.0,0.61,0.01,0.02,256.78
0.70,0.01,0.01,0.66,0.04,0.08,263.6
0.75,0.03,0.02,0.72,0.09,0.15,262.67
0.80,0.15,0.14,0.78,0.35,0.48,251.26
0.85,0.4,0.32,0.74,0.72,0.73,187.4
0.90,0.07,0.03,0.6,0.95,0.73,63.42
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1820.42 seconds
