,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean,,,,,,
0.05,0.03,0.08,0.67,0.08,0.14,62.4
0.1,0.03,0.06,0.52,0.13,0.2,72.58
0.15,0.05,0.07,0.55,0.16,0.24,58.19
0.2,0.09,0.15,0.55,0.29,0.38,74.71
0.25,0.14,0.17,0.58,0.41,0.48,72.93
0.3,0.2,0.15,0.6,0.51,0.55,69.53
0.35,0.25,0.16,0.62,0.59,0.61,86.45
0.4,0.23,0.09,0.6,0.64,0.62,73.35
0.45,0.23,0.06,0.61,0.7,0.65,57.08
0.5,0.21,0.04,0.61,0.75,0.67,59.17
max,,,,,,
0.05,0.03,0.08,0.67,0.08,0.14,62.4
0.1,0.03,0.06,0.52,0.13,0.2,72.58
0.15,0.05,0.07,0.55,0.16,0.24,58.19
0.2,0.09,0.15,0.55,0.29,0.38,74.71
0.25,0.14,0.17,0.58,0.41,0.48,72.93
0.3,0.2,0.15,0.6,0.51,0.55,69.53
0.35,0.25,0.16,0.62,0.59,0.61,86.45
0.4,0.23,0.09,0.6,0.64,0.62,73.35
0.45,0.23,0.06,0.61,0.7,0.65,57.08
0.5,0.21,0.04,0.61,0.75,0.67,59.17
min,,,,,,
0.05,0.03,0.08,0.67,0.08,0.14,62.4
0.1,0.03,0.06,0.52,0.13,0.2,72.58
0.15,0.05,0.07,0.55,0.16,0.24,58.19
0.2,0.09,0.15,0.55,0.29,0.38,74.71
0.25,0.14,0.17,0.58,0.41,0.48,72.93
0.3,0.2,0.15,0.6,0.51,0.55,69.53
0.35,0.25,0.16,0.62,0.59,0.61,86.45
0.4,0.23,0.09,0.6,0.64,0.62,73.35
0.45,0.23,0.06,0.61,0.7,0.65,57.08
0.5,0.21,0.04,0.61,0.75,0.67,59.17
std,,,,,,
0.05,0,0,0,0,0,0
0.1,0,0,0,0,0,0
0.15,0,0,0,0,0,0
0.2,0,0,0,0,0,0
0.25,0,0,0,0,0,0
0.3,0,0,0,0,0,0
0.35,0,0,0,0,0,0
0.4,0,0,0,0,0,0
0.45,0,0,0,0,0,0
0.5,0,0,0,0,0,0
test finished in 702.33 seconds,,,,,,
