,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.03,0.04,0.73,0.07,0.13,614.44
0.65,0.17,0.28,0.74,0.33,0.46,437.75
0.70,0.28,0.34,0.72,0.52,0.6,486.07
0.75,0.3,0.11,0.65,0.75,0.7,307.71
0.80,0.17,0.03,0.62,0.89,0.73,160.7
0.85,0.05,0.01,0.59,0.97,0.73,80.63
max
0.60,0.03,0.04,0.73,0.07,0.13,614.44
0.65,0.17,0.28,0.74,0.33,0.46,437.75
0.70,0.28,0.34,0.72,0.52,0.6,486.07
0.75,0.3,0.11,0.65,0.75,0.7,307.71
0.80,0.17,0.03,0.62,0.89,0.73,160.7
0.85,0.05,0.01,0.59,0.97,0.73,80.63
min
0.60,0.03,0.04,0.73,0.07,0.13,614.44
0.65,0.17,0.28,0.74,0.33,0.46,437.75
0.70,0.28,0.34,0.72,0.52,0.6,486.07
0.75,0.3,0.11,0.65,0.75,0.7,307.71
0.80,0.17,0.03,0.62,0.89,0.73,160.7
0.85,0.05,0.01,0.59,0.97,0.73,80.63
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 2115.47 seconds
