,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.22,0.38,0.75,0.42,0.54,436.31
0.65,0.31,0.43,0.76,0.55,0.64,411.86
0.70,0.33,0.18,0.66,0.7,0.68,331.73
0.75,0.26,0.1,0.65,0.84,0.73,229.78
0.80,0.14,0.02,0.61,0.92,0.74,148.99
0.85,0.05,0.01,0.59,0.97,0.73,90.65
0.90,0.0,0.0,0.58,0.98,0.73,73.09
max
0.60,0.22,0.38,0.75,0.42,0.54,436.31
0.65,0.31,0.43,0.76,0.55,0.64,411.86
0.70,0.33,0.18,0.66,0.7,0.68,331.73
0.75,0.26,0.1,0.65,0.84,0.73,229.78
0.80,0.14,0.02,0.61,0.92,0.74,148.99
0.85,0.05,0.01,0.59,0.97,0.73,90.65
0.90,0.0,0.0,0.58,0.98,0.73,73.09
min
0.60,0.22,0.38,0.75,0.42,0.54,436.31
0.65,0.31,0.43,0.76,0.55,0.64,411.86
0.70,0.33,0.18,0.66,0.7,0.68,331.73
0.75,0.26,0.1,0.65,0.84,0.73,229.78
0.80,0.14,0.02,0.61,0.92,0.74,148.99
0.85,0.05,0.01,0.59,0.97,0.73,90.65
0.90,0.0,0.0,0.58,0.98,0.73,73.09
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 3270.94 seconds
