,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.50,0.0,0.0,1.0,0.0,0.0,23.28
0.55,0.0,0.0,1.0,0.01,0.01,20.67
0.60,0.03,0.03,0.78,0.07,0.12,20.82
0.65,0.21,0.41,0.82,0.37,0.51,21.22
0.70,0.36,0.54,0.8,0.58,0.67,21.28
0.75,0.45,0.36,0.73,0.73,0.73,20.93
0.80,0.26,0.08,0.65,0.86,0.74,19.71
0.85,0.14,0.02,0.62,0.95,0.75,17.68
0.90,0.03,0.0,0.58,0.98,0.73,14.01
0.95,-0.01,0.0,0.58,0.99,0.73,12.09
max
0.50,0.0,0.0,1.0,0.0,0.0,23.28
0.55,0.0,0.0,1.0,0.01,0.01,20.67
0.60,0.03,0.03,0.78,0.07,0.12,20.82
0.65,0.21,0.41,0.82,0.37,0.51,21.22
0.70,0.36,0.54,0.8,0.58,0.67,21.28
0.75,0.45,0.36,0.73,0.73,0.73,20.93
0.80,0.26,0.08,0.65,0.86,0.74,19.71
0.85,0.14,0.02,0.62,0.95,0.75,17.68
0.90,0.03,0.0,0.58,0.98,0.73,14.01
0.95,-0.01,-0.0,0.58,0.99,0.73,12.09
min
0.50,0.0,0.0,1.0,0.0,0.0,23.28
0.55,0.0,0.0,1.0,0.01,0.01,20.67
0.60,0.03,0.03,0.78,0.07,0.12,20.82
0.65,0.21,0.41,0.82,0.37,0.51,21.22
0.70,0.36,0.54,0.8,0.58,0.67,21.28
0.75,0.45,0.36,0.73,0.73,0.73,20.93
0.80,0.26,0.08,0.65,0.86,0.74,19.71
0.85,0.14,0.02,0.62,0.95,0.75,17.68
0.90,0.03,0.0,0.58,0.98,0.73,14.01
0.95,-0.01,-0.0,0.58,0.99,0.73,12.09
std
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 221.36 seconds
