,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.01,0.01,0.65,0.04,0.08,140.63
0.65,0.08,0.09,0.66,0.22,0.33,127.63
0.70,0.22,0.31,0.68,0.48,0.56,123.43
0.75,0.26,0.11,0.63,0.68,0.65,101.82
0.80,0.16,0.02,0.61,0.86,0.71,78.57
0.85,0.05,0.01,0.59,0.96,0.73,51.27
0.90,0.0,0.0,0.58,0.99,0.73,36.09
max
0.60,0.01,0.01,0.65,0.04,0.08,140.63
0.65,0.08,0.09,0.66,0.22,0.33,127.63
0.70,0.22,0.31,0.68,0.48,0.56,123.43
0.75,0.26,0.11,0.63,0.68,0.65,101.82
0.80,0.16,0.02,0.61,0.86,0.71,78.57
0.85,0.05,0.01,0.59,0.96,0.73,51.27
0.90,-0.0,0.0,0.58,0.99,0.73,36.09
min
0.60,0.01,0.01,0.65,0.04,0.08,140.63
0.65,0.08,0.09,0.66,0.22,0.33,127.63
0.70,0.22,0.31,0.68,0.48,0.56,123.43
0.75,0.26,0.11,0.63,0.68,0.65,101.82
0.80,0.16,0.02,0.61,0.86,0.71,78.57
0.85,0.05,0.01,0.59,0.96,0.73,51.27
0.90,-0.0,0.0,0.58,0.99,0.73,36.09
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 12513.67 seconds
