,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.11,0.18,0.81,0.22,0.34,446.17
0.65,0.25,0.44,0.8,0.44,0.57,428.51
0.70,0.4,0.49,0.78,0.63,0.7,315.9
0.75,0.38,0.19,0.69,0.77,0.73,251.59
0.80,0.26,0.1,0.65,0.9,0.76,172.09
0.85,0.12,0.02,0.61,0.96,0.75,96.15
0.90,0.03,0.0,0.58,0.98,0.73,67.81
max
0.60,0.11,0.18,0.81,0.22,0.34,446.17
0.65,0.25,0.44,0.8,0.44,0.57,428.51
0.70,0.4,0.49,0.78,0.63,0.7,315.9
0.75,0.38,0.19,0.69,0.77,0.73,251.59
0.80,0.26,0.1,0.65,0.9,0.76,172.09
0.85,0.12,0.02,0.61,0.96,0.75,96.15
0.90,0.03,0.0,0.58,0.98,0.73,67.81
min
0.60,0.11,0.18,0.81,0.22,0.34,446.17
0.65,0.25,0.44,0.8,0.44,0.57,428.51
0.70,0.4,0.49,0.78,0.63,0.7,315.9
0.75,0.38,0.19,0.69,0.77,0.73,251.59
0.80,0.26,0.1,0.65,0.9,0.76,172.09
0.85,0.12,0.02,0.61,0.96,0.75,96.15
0.90,0.03,0.0,0.58,0.98,0.73,67.81
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 10167.46 seconds
