,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.0,0.0,1.0,0.0,0.0,17.92
0.40,0.0,0.0,1.0,0.0,0.0,17.42
0.45,0.0,0.0,1.0,0.01,0.01,17.73
0.50,0.0,0.0,0.96,0.01,0.02,17.81
0.55,0.01,0.01,0.82,0.03,0.05,17.51
0.60,0.16,0.28,0.73,0.32,0.45,17.55
0.65,0.27,0.37,0.75,0.49,0.59,17.21
0.70,0.37,0.19,0.68,0.68,0.68,17.24
max
0.35,-0.0,0.0,1.0,-0.0,-0.0,17.92
0.40,-0.0,0.0,1.0,-0.0,-0.0,17.42
0.45,0.0,0.0,1.0,0.01,0.01,17.73
0.50,0.0,0.0,0.96,0.01,0.02,17.81
0.55,0.01,0.01,0.82,0.03,0.05,17.51
0.60,0.16,0.28,0.73,0.32,0.45,17.55
0.65,0.27,0.37,0.75,0.49,0.59,17.21
0.70,0.37,0.19,0.68,0.68,0.68,17.24
min
0.35,-0.0,0.0,1.0,-0.0,-0.0,17.92
0.40,-0.0,0.0,1.0,-0.0,-0.0,17.42
0.45,0.0,0.0,1.0,0.01,0.01,17.73
0.50,0.0,0.0,0.96,0.01,0.02,17.81
0.55,0.01,0.01,0.82,0.03,0.05,17.51
0.60,0.16,0.28,0.73,0.32,0.45,17.55
0.65,0.27,0.37,0.75,0.49,0.59,17.21
0.70,0.37,0.19,0.68,0.68,0.68,17.24
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 10433.08 seconds
