,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.81,0.01,0.01,143.39
0.65,0.04,0.04,0.71,0.1,0.17,125.44
0.70,0.2,0.34,0.72,0.4,0.51,131.74
0.75,0.28,0.26,0.67,0.58,0.62,109.08
0.80,0.22,0.05,0.62,0.79,0.7,82.16
0.85,0.08,0.01,0.59,0.93,0.72,49.88
0.90,0.0,0.0,0.57,0.98,0.72,38.51
max
0.60,0.0,0.0,0.81,0.01,0.01,143.39
0.65,0.04,0.04,0.71,0.1,0.17,125.44
0.70,0.2,0.34,0.72,0.4,0.51,131.74
0.75,0.28,0.26,0.67,0.58,0.62,109.08
0.80,0.22,0.05,0.62,0.79,0.7,82.16
0.85,0.08,0.01,0.59,0.93,0.72,49.88
0.90,-0.0,0.0,0.57,0.98,0.72,38.51
min
0.60,0.0,0.0,0.81,0.01,0.01,143.39
0.65,0.04,0.04,0.71,0.1,0.17,125.44
0.70,0.2,0.34,0.72,0.4,0.51,131.74
0.75,0.28,0.26,0.67,0.58,0.62,109.08
0.80,0.22,0.05,0.62,0.79,0.7,82.16
0.85,0.08,0.01,0.59,0.93,0.72,49.88
0.90,-0.0,0.0,0.57,0.98,0.72,38.51
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 13303.35 seconds
