,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.29,0.12,0.64,0.61,0.62,261.84
0.65,0.28,0.08,0.63,0.67,0.65,215.55
0.70,0.24,0.05,0.62,0.75,0.68,190.35
0.75,0.21,0.03,0.62,0.82,0.71,159.78
0.80,0.17,0.02,0.62,0.91,0.74,116.24
0.85,0.1,0.01,0.6,0.97,0.74,73.67
0.90,0.02,0.0,0.58,0.98,0.73,45.99
max
0.60,0.29,0.12,0.64,0.61,0.62,261.84
0.65,0.28,0.08,0.63,0.67,0.65,215.55
0.70,0.24,0.05,0.62,0.75,0.68,190.35
0.75,0.21,0.03,0.62,0.82,0.71,159.78
0.80,0.17,0.02,0.62,0.91,0.74,116.24
0.85,0.1,0.01,0.6,0.97,0.74,73.67
0.90,0.02,0.0,0.58,0.98,0.73,45.99
min
0.60,0.29,0.12,0.64,0.61,0.62,261.84
0.65,0.28,0.08,0.63,0.67,0.65,215.55
0.70,0.24,0.05,0.62,0.75,0.68,190.35
0.75,0.21,0.03,0.62,0.82,0.71,159.78
0.80,0.17,0.02,0.62,0.91,0.74,116.24
0.85,0.1,0.01,0.6,0.97,0.74,73.67
0.90,0.02,0.0,0.58,0.98,0.73,45.99
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 11489.03 seconds
