,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.66,0.01,0.02,438.36
0.65,0.01,0.01,0.62,0.04,0.08,484.79
0.70,0.14,0.24,0.71,0.3,0.42,439.27
0.75,0.22,0.29,0.73,0.45,0.56,371.81
0.80,0.28,0.12,0.64,0.73,0.68,226.6
0.85,0.12,0.02,0.6,0.89,0.72,121.56
0.90,0.01,0.0,0.58,0.98,0.73,59.23
max
0.60,0.0,0.0,0.66,0.01,0.02,438.36
0.65,0.01,0.01,0.62,0.04,0.08,484.79
0.70,0.14,0.24,0.71,0.3,0.42,439.27
0.75,0.22,0.29,0.73,0.45,0.56,371.81
0.80,0.28,0.12,0.64,0.73,0.68,226.6
0.85,0.12,0.02,0.6,0.89,0.72,121.56
0.90,0.01,0.0,0.58,0.98,0.73,59.23
min
0.60,0.0,0.0,0.66,0.01,0.02,438.36
0.65,0.01,0.01,0.62,0.04,0.08,484.79
0.70,0.14,0.24,0.71,0.3,0.42,439.27
0.75,0.22,0.29,0.73,0.45,0.56,371.81
0.80,0.28,0.12,0.64,0.73,0.68,226.6
0.85,0.12,0.02,0.6,0.89,0.72,121.56
0.90,0.01,0.0,0.58,0.98,0.73,59.23
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 15648.09 seconds
