,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,1.0,0.0,0.0,169.98
0.65,0.0,0.0,1.0,0.0,0.0,159.85
0.70,0.0,0.0,0.65,0.01,0.02,146.11
0.75,0.01,0.01,0.73,0.03,0.05,143.22
0.80,0.05,0.05,0.78,0.15,0.25,150.61
0.85,0.22,0.19,0.75,0.49,0.6,148.84
0.90,0.09,0.08,0.6,0.94,0.73,48.55
max
0.60,0.0,0.0,1.0,0.0,0.0,169.98
0.65,0.0,0.0,1.0,0.0,0.0,159.85
0.70,0.0,0.0,0.65,0.01,0.02,146.11
0.75,0.01,0.01,0.73,0.03,0.05,143.22
0.80,0.05,0.05,0.78,0.15,0.25,150.61
0.85,0.22,0.19,0.75,0.49,0.6,148.84
0.90,0.09,0.08,0.6,0.94,0.73,48.55
min
0.60,0.0,0.0,1.0,0.0,0.0,169.98
0.65,0.0,0.0,1.0,0.0,0.0,159.85
0.70,0.0,0.0,0.65,0.01,0.02,146.11
0.75,0.01,0.01,0.73,0.03,0.05,143.22
0.80,0.05,0.05,0.78,0.15,0.25,150.61
0.85,0.22,0.19,0.75,0.49,0.6,148.84
0.90,0.09,0.08,0.6,0.94,0.73,48.55
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 12743.89 seconds
