,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.0,0.0,1.0,0.0,0.0,299.46
0.10,0.0,0.0,1.0,0.0,0.0,296.31
0.15,0.0,0.0,1.0,0.0,0.0,295.74
0.20,0.0,0.0,1.0,0.0,0.0,292.18
0.25,0.02,0.03,0.72,0.04,0.08,292.03
0.30,0.06,0.08,0.57,0.16,0.25,288.74
0.35,0.06,0.05,0.54,0.2,0.29,279.56
0.40,0.09,0.07,0.58,0.26,0.36,258.27
0.45,0.14,0.18,0.61,0.37,0.46,286.52
0.50,0.18,0.17,0.62,0.45,0.52,227.16
0.55,0.2,0.11,0.6,0.51,0.55,233.7
max
0.05,0.0,0.0,1.0,0.0,0.0,299.46
0.10,0.0,0.0,1.0,0.0,0.0,296.31
0.15,0.0,0.0,1.0,0.0,0.0,295.74
0.20,0.0,0.0,1.0,0.0,0.0,292.18
0.25,0.02,0.03,0.72,0.04,0.08,292.03
0.30,0.06,0.08,0.57,0.16,0.25,288.74
0.35,0.06,0.05,0.54,0.2,0.29,279.56
0.40,0.09,0.07,0.58,0.26,0.36,258.27
0.45,0.14,0.18,0.61,0.37,0.46,286.52
0.50,0.18,0.17,0.62,0.45,0.52,227.16
0.55,0.2,0.11,0.6,0.51,0.55,233.7
min
0.05,0.0,0.0,1.0,0.0,0.0,299.46
0.10,0.0,0.0,1.0,0.0,0.0,296.31
0.15,0.0,0.0,1.0,0.0,0.0,295.74
0.20,0.0,0.0,1.0,0.0,0.0,292.18
0.25,0.02,0.03,0.72,0.04,0.08,292.03
0.30,0.06,0.08,0.57,0.16,0.25,288.74
0.35,0.06,0.05,0.54,0.2,0.29,279.56
0.40,0.09,0.07,0.58,0.26,0.36,258.27
0.45,0.14,0.18,0.61,0.37,0.46,286.52
0.50,0.18,0.17,0.62,0.45,0.52,227.16
0.55,0.2,0.11,0.6,0.51,0.55,233.7
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 14107.15 seconds
