,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.50,0.0,0.0,0.93,0.01,0.01,13.53
0.55,0.01,0.01,0.95,0.02,0.03,14.58
0.60,0.04,0.05,0.83,0.08,0.14,13.81
0.65,0.19,0.31,0.76,0.35,0.48,12.91
0.70,0.3,0.4,0.75,0.54,0.62,15.44
0.75,0.34,0.15,0.67,0.74,0.7,13.86
0.80,0.18,0.03,0.62,0.89,0.73,11.57
0.85,0.05,0.01,0.59,0.97,0.73,8.41
0.90,0.0,0.0,0.58,0.99,0.73,7.24
max
0.50,0.0,0.0,0.93,0.01,0.01,13.53
0.55,0.01,0.01,0.95,0.02,0.03,14.58
0.60,0.04,0.05,0.83,0.08,0.14,13.81
0.65,0.19,0.31,0.76,0.35,0.48,12.91
0.70,0.3,0.4,0.75,0.54,0.62,15.44
0.75,0.34,0.15,0.67,0.74,0.7,13.86
0.80,0.18,0.03,0.62,0.89,0.73,11.57
0.85,0.05,0.01,0.59,0.97,0.73,8.41
0.90,-0.0,0.0,0.58,0.99,0.73,7.24
min
0.50,0.0,0.0,0.93,0.01,0.01,13.53
0.55,0.01,0.01,0.95,0.02,0.03,14.58
0.60,0.04,0.05,0.83,0.08,0.14,13.81
0.65,0.19,0.31,0.76,0.35,0.48,12.91
0.70,0.3,0.4,0.75,0.54,0.62,15.44
0.75,0.34,0.15,0.67,0.74,0.7,13.86
0.80,0.18,0.03,0.62,0.89,0.73,11.57
0.85,0.05,0.01,0.59,0.97,0.73,8.41
0.90,-0.0,0.0,0.58,0.99,0.73,7.24
std
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 131.60 seconds
