,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.0,0.0,1.0,0.0,0.0,20.75
0.40,0.0,0.0,1.0,0.0,0.0,21.04
0.45,0.0,0.0,1.0,0.0,0.0,21.1
0.50,0.0,0.0,1.0,0.0,0.0,21.02
0.55,0.0,0.0,0.9,0.01,0.01,20.63
0.60,0.01,0.01,0.63,0.04,0.08,20.66
0.65,0.11,0.18,0.74,0.25,0.37,20.77
0.70,0.26,0.26,0.69,0.52,0.59,20.71
max
0.35,0.0,0.0,1.0,0.0,0.0,20.75
0.40,0.0,0.0,1.0,0.0,0.0,21.04
0.45,0.0,0.0,1.0,0.0,0.0,21.1
0.50,0.0,0.0,1.0,0.0,0.0,21.02
0.55,0.0,0.0,0.9,0.01,0.01,20.63
0.60,0.01,0.01,0.63,0.04,0.08,20.66
0.65,0.11,0.18,0.74,0.25,0.37,20.77
0.70,0.26,0.26,0.69,0.52,0.59,20.71
min
0.35,0.0,0.0,1.0,0.0,0.0,20.75
0.40,0.0,0.0,1.0,0.0,0.0,21.04
0.45,0.0,0.0,1.0,0.0,0.0,21.1
0.50,0.0,0.0,1.0,0.0,0.0,21.02
0.55,0.0,0.0,0.9,0.01,0.01,20.63
0.60,0.01,0.01,0.63,0.04,0.08,20.66
0.65,0.11,0.18,0.74,0.25,0.37,20.77
0.70,0.26,0.26,0.69,0.52,0.59,20.71
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1031.88 seconds
