,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.09,0.11,0.57,0.26,0.35,89.23
0.45,0.12,0.16,0.59,0.34,0.43,84.97
0.50,0.18,0.2,0.63,0.44,0.51,71.69
0.55,0.23,0.17,0.63,0.52,0.57,75.9
0.60,0.28,0.13,0.64,0.6,0.62,70.07
0.65,0.27,0.07,0.62,0.66,0.64,55.22
0.70,0.23,0.04,0.61,0.73,0.67,48.42
0.75,0.21,0.03,0.61,0.8,0.69,38.19
max
0.40,0.09,0.11,0.57,0.26,0.35,89.23
0.45,0.12,0.16,0.59,0.34,0.43,84.97
0.50,0.18,0.2,0.63,0.44,0.51,71.69
0.55,0.23,0.17,0.63,0.52,0.57,75.9
0.60,0.28,0.13,0.64,0.6,0.62,70.07
0.65,0.27,0.07,0.62,0.66,0.64,55.22
0.70,0.23,0.04,0.61,0.73,0.67,48.42
0.75,0.21,0.03,0.61,0.8,0.69,38.19
min
0.40,0.09,0.11,0.57,0.26,0.35,89.23
0.45,0.12,0.16,0.59,0.34,0.43,84.97
0.50,0.18,0.2,0.63,0.44,0.51,71.69
0.55,0.23,0.17,0.63,0.52,0.57,75.9
0.60,0.28,0.13,0.64,0.6,0.62,70.07
0.65,0.27,0.07,0.62,0.66,0.64,55.22
0.70,0.23,0.04,0.61,0.73,0.67,48.42
0.75,0.21,0.03,0.61,0.8,0.69,38.19
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 553.68 seconds
