,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.29,0.1,0.63,0.64,0.63,252.16
0.65,0.25,0.06,0.62,0.71,0.66,214.88
0.70,0.23,0.04,0.62,0.78,0.69,178.65
0.75,0.19,0.02,0.61,0.85,0.71,141.88
0.80,0.15,0.02,0.61,0.93,0.74,103.82
0.85,0.08,0.01,0.6,0.97,0.74,67.54
0.90,0.02,0.0,0.58,0.99,0.73,44.59
max
0.60,0.29,0.1,0.63,0.64,0.63,252.16
0.65,0.25,0.06,0.62,0.71,0.66,214.88
0.70,0.23,0.04,0.62,0.78,0.69,178.65
0.75,0.19,0.02,0.61,0.85,0.71,141.88
0.80,0.15,0.02,0.61,0.93,0.74,103.82
0.85,0.08,0.01,0.6,0.97,0.74,67.54
0.90,0.02,0.0,0.58,0.99,0.73,44.59
min
0.60,0.29,0.1,0.63,0.64,0.63,252.16
0.65,0.25,0.06,0.62,0.71,0.66,214.88
0.70,0.23,0.04,0.62,0.78,0.69,178.65
0.75,0.19,0.02,0.61,0.85,0.71,141.88
0.80,0.15,0.02,0.61,0.93,0.74,103.82
0.85,0.08,0.01,0.6,0.97,0.74,67.54
0.90,0.02,0.0,0.58,0.99,0.73,44.59
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 10683.39 seconds
