,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.0,0.0,1.0,0.0,0.0,518.51
0.40,0.0,0.0,0.47,0.02,0.03,515.32
0.45,0.01,0.01,0.63,0.03,0.07,514.51
0.50,0.11,0.17,0.79,0.22,0.34,495.38
0.55,0.23,0.34,0.72,0.44,0.55,417.61
0.60,0.32,0.36,0.7,0.6,0.65,337.21
0.65,0.35,0.22,0.67,0.74,0.71,262.74
0.70,0.28,0.12,0.66,0.83,0.73,199.99
max
0.35,0.0,0.0,1.0,0.0,0.0,518.51
0.40,0.0,-0.0,0.47,0.02,0.03,515.32
0.45,0.01,0.01,0.63,0.03,0.07,514.51
0.50,0.11,0.17,0.79,0.22,0.34,495.38
0.55,0.23,0.34,0.72,0.44,0.55,417.61
0.60,0.32,0.36,0.7,0.6,0.65,337.21
0.65,0.35,0.22,0.67,0.74,0.71,262.74
0.70,0.28,0.12,0.66,0.83,0.73,199.99
min
0.35,0.0,0.0,1.0,0.0,0.0,518.51
0.40,0.0,-0.0,0.47,0.02,0.03,515.32
0.45,0.01,0.01,0.63,0.03,0.07,514.51
0.50,0.11,0.17,0.79,0.22,0.34,495.38
0.55,0.23,0.34,0.72,0.44,0.55,417.61
0.60,0.32,0.36,0.7,0.6,0.65,337.21
0.65,0.35,0.22,0.67,0.74,0.71,262.74
0.70,0.28,0.12,0.66,0.83,0.73,199.99
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 10262.42 seconds
