,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.52,0.0,0.01,144.87
0.65,0.0,0.0,0.54,0.01,0.02,166.31
0.70,0.02,0.02,0.79,0.05,0.09,172.67
0.75,0.07,0.07,0.77,0.2,0.32,172.58
0.80,0.26,0.23,0.76,0.55,0.64,143.25
0.85,0.17,0.16,0.63,0.91,0.74,64.85
0.90,0.0,0.0,0.58,0.98,0.73,31.01
max
0.60,0.0,-0.0,0.52,0.0,0.01,144.87
0.65,0.0,0.0,0.54,0.01,0.02,166.31
0.70,0.02,0.02,0.79,0.05,0.09,172.67
0.75,0.07,0.07,0.77,0.2,0.32,172.58
0.80,0.26,0.23,0.76,0.55,0.64,143.25
0.85,0.17,0.16,0.63,0.91,0.74,64.85
0.90,-0.0,0.0,0.58,0.98,0.73,31.01
min
0.60,0.0,-0.0,0.52,0.0,0.01,144.87
0.65,0.0,0.0,0.54,0.01,0.02,166.31
0.70,0.02,0.02,0.79,0.05,0.09,172.67
0.75,0.07,0.07,0.77,0.2,0.32,172.58
0.80,0.26,0.23,0.76,0.55,0.64,143.25
0.85,0.17,0.16,0.63,0.91,0.74,64.85
0.90,-0.0,0.0,0.58,0.98,0.73,31.01
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 9973.42 seconds
