,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.0,0.0,1.0,0.0,0.0,555.97
0.10,0.0,0.0,1.0,0.0,0.0,289.92
0.15,0.0,0.0,1.0,0.0,0.0,291.06
0.20,0.02,0.0,0.48,0.11,0.18,287.84
0.25,0.06,0.05,0.53,0.23,0.32,273.1
0.30,0.12,0.11,0.58,0.34,0.43,248.13
0.35,0.14,0.1,0.58,0.4,0.47,230.45
0.40,0.18,0.11,0.6,0.48,0.53,208.05
0.45,0.22,0.09,0.6,0.55,0.58,185.34
0.50,0.24,0.08,0.6,0.61,0.61,163.03
0.55,0.22,0.05,0.6,0.69,0.64,140.4
max
0.05,0.0,0.0,1.0,0.0,0.0,555.97
0.10,0.0,0.0,1.0,0.0,0.0,289.92
0.15,0.0,0.0,1.0,0.0,0.0,291.06
0.20,0.02,0.0,0.48,0.11,0.18,287.84
0.25,0.06,0.05,0.53,0.23,0.32,273.1
0.30,0.12,0.11,0.58,0.34,0.43,248.13
0.35,0.14,0.1,0.58,0.4,0.47,230.45
0.40,0.18,0.11,0.6,0.48,0.53,208.05
0.45,0.22,0.09,0.6,0.55,0.58,185.34
0.50,0.24,0.08,0.6,0.61,0.61,163.03
0.55,0.22,0.05,0.6,0.69,0.64,140.4
min
0.05,0.0,0.0,1.0,0.0,0.0,555.97
0.10,0.0,0.0,1.0,0.0,0.0,289.92
0.15,0.0,0.0,1.0,0.0,0.0,291.06
0.20,0.02,0.0,0.48,0.11,0.18,287.84
0.25,0.06,0.05,0.53,0.23,0.32,273.1
0.30,0.12,0.11,0.58,0.34,0.43,248.13
0.35,0.14,0.1,0.58,0.4,0.47,230.45
0.40,0.18,0.11,0.6,0.48,0.53,208.05
0.45,0.22,0.09,0.6,0.55,0.58,185.34
0.50,0.24,0.08,0.6,0.61,0.61,163.03
0.55,0.22,0.05,0.6,0.69,0.64,140.4
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 7325.19 seconds
