,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.0,0.0,1.0,0.0,0.0,307.69
0.10,0.02,0.04,0.52,0.08,0.14,604.96
0.15,0.06,0.13,0.57,0.17,0.26,341.77
0.20,0.09,0.08,0.54,0.32,0.4,352.99
0.25,0.12,0.08,0.56,0.41,0.47,351.41
0.30,0.16,0.07,0.57,0.5,0.53,287.5
0.35,0.19,0.06,0.58,0.59,0.58,232.23
0.40,0.2,0.06,0.59,0.63,0.61,179.94
0.45,0.19,0.04,0.59,0.68,0.63,128.46
0.50,0.19,0.03,0.6,0.73,0.66,116.77
0.55,0.18,0.03,0.6,0.78,0.68,188.83
max
0.05,0.0,0.0,1.0,0.0,0.0,307.69
0.10,0.02,0.04,0.52,0.08,0.14,604.96
0.15,0.06,0.13,0.57,0.17,0.26,341.77
0.20,0.09,0.08,0.54,0.32,0.4,352.99
0.25,0.12,0.08,0.56,0.41,0.47,351.41
0.30,0.16,0.07,0.57,0.5,0.53,287.5
0.35,0.19,0.06,0.58,0.59,0.58,232.23
0.40,0.2,0.06,0.59,0.63,0.61,179.94
0.45,0.19,0.04,0.59,0.68,0.63,128.46
0.50,0.19,0.03,0.6,0.73,0.66,116.77
0.55,0.18,0.03,0.6,0.78,0.68,188.83
min
0.05,0.0,0.0,1.0,0.0,0.0,307.69
0.10,0.02,0.04,0.52,0.08,0.14,604.96
0.15,0.06,0.13,0.57,0.17,0.26,341.77
0.20,0.09,0.08,0.54,0.32,0.4,352.99
0.25,0.12,0.08,0.56,0.41,0.47,351.41
0.30,0.16,0.07,0.57,0.5,0.53,287.5
0.35,0.19,0.06,0.58,0.59,0.58,232.23
0.40,0.2,0.06,0.59,0.63,0.61,179.94
0.45,0.19,0.04,0.59,0.68,0.63,128.46
0.50,0.19,0.03,0.6,0.73,0.66,116.77
0.55,0.18,0.03,0.6,0.78,0.68,188.83
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 3914.79 seconds
