,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.01,0.01,0.77,0.03,0.05,16.83
0.40,0.12,0.18,0.8,0.24,0.37,16.9
0.45,0.26,0.42,0.75,0.48,0.58,16.69
0.50,0.36,0.4,0.72,0.63,0.67,16.7
0.55,0.38,0.3,0.69,0.73,0.71,16.34
0.60,0.3,0.19,0.66,0.81,0.73,15.83
0.65,0.23,0.1,0.64,0.88,0.74,16.09
0.70,0.18,0.06,0.63,0.93,0.75,15.41
max
0.35,0.01,0.01,0.77,0.03,0.05,16.83
0.40,0.12,0.18,0.8,0.24,0.37,16.9
0.45,0.26,0.42,0.75,0.48,0.58,16.69
0.50,0.36,0.4,0.72,0.63,0.67,16.7
0.55,0.38,0.3,0.69,0.73,0.71,16.34
0.60,0.3,0.19,0.66,0.81,0.73,15.83
0.65,0.23,0.1,0.64,0.88,0.74,16.09
0.70,0.18,0.06,0.63,0.93,0.75,15.41
min
0.35,0.01,0.01,0.77,0.03,0.05,16.83
0.40,0.12,0.18,0.8,0.24,0.37,16.9
0.45,0.26,0.42,0.75,0.48,0.58,16.69
0.50,0.36,0.4,0.72,0.63,0.67,16.7
0.55,0.38,0.3,0.69,0.73,0.71,16.34
0.60,0.3,0.19,0.66,0.81,0.73,15.83
0.65,0.23,0.1,0.64,0.88,0.74,16.09
0.70,0.18,0.06,0.63,0.93,0.75,15.41
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 7670.23 seconds
