,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.27,0.15,0.65,0.81,0.72,19.47
0.65,0.2,0.06,0.63,0.88,0.73,17.47
0.70,0.14,0.02,0.61,0.93,0.74,16.56
0.75,0.08,0.01,0.59,0.95,0.73,15.33
0.80,0.04,0.0,0.58,0.97,0.73,13.73
0.85,0.02,0.0,0.58,0.98,0.73,11.99
0.90,0.0,0.0,0.58,0.99,0.73,11.87
max
0.60,0.27,0.15,0.65,0.81,0.72,19.47
0.65,0.2,0.06,0.63,0.88,0.73,17.47
0.70,0.14,0.02,0.61,0.93,0.74,16.56
0.75,0.08,0.01,0.59,0.95,0.73,15.33
0.80,0.04,0.0,0.58,0.97,0.73,13.73
0.85,0.02,0.0,0.58,0.98,0.73,11.99
0.90,0.0,0.0,0.58,0.99,0.73,11.87
min
0.60,0.27,0.15,0.65,0.81,0.72,19.47
0.65,0.2,0.06,0.63,0.88,0.73,17.47
0.70,0.14,0.02,0.61,0.93,0.74,16.56
0.75,0.08,0.01,0.59,0.95,0.73,15.33
0.80,0.04,0.0,0.58,0.97,0.73,13.73
0.85,0.02,0.0,0.58,0.98,0.73,11.99
0.90,0.0,0.0,0.58,0.99,0.73,11.87
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 6852.02 seconds
