,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.79,0.01,0.02,510.56
0.65,0.05,0.08,0.76,0.12,0.21,401.77
0.70,0.13,0.18,0.68,0.31,0.43,370.98
0.75,0.29,0.3,0.69,0.57,0.63,276.52
0.80,0.27,0.11,0.64,0.78,0.71,177.03
0.85,0.11,0.02,0.6,0.93,0.73,99.51
0.90,0.01,0.0,0.58,0.98,0.73,53.59
max
0.60,0.0,0.0,0.79,0.01,0.02,510.56
0.65,0.05,0.08,0.76,0.12,0.21,401.77
0.70,0.13,0.18,0.68,0.31,0.43,370.98
0.75,0.29,0.3,0.69,0.57,0.63,276.52
0.80,0.27,0.11,0.64,0.78,0.71,177.03
0.85,0.11,0.02,0.6,0.93,0.73,99.51
0.90,0.01,0.0,0.58,0.98,0.73,53.59
min
0.60,0.0,0.0,0.79,0.01,0.02,510.56
0.65,0.05,0.08,0.76,0.12,0.21,401.77
0.70,0.13,0.18,0.68,0.31,0.43,370.98
0.75,0.29,0.3,0.69,0.57,0.63,276.52
0.80,0.27,0.11,0.64,0.78,0.71,177.03
0.85,0.11,0.02,0.6,0.93,0.73,99.51
0.90,0.01,0.0,0.58,0.98,0.73,53.59
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 66706.32 seconds
