,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.2,0.08,0.6,0.52,0.56,55.43
0.65,0.23,0.06,0.6,0.58,0.59,55.63
0.70,0.23,0.05,0.6,0.67,0.64,48.81
0.75,0.19,0.03,0.6,0.75,0.67,40.59
0.80,0.17,0.02,0.61,0.83,0.7,34.93
0.85,0.12,0.01,0.6,0.93,0.73,25.93
0.90,0.02,0.0,0.58,0.98,0.73,16.44
max
0.60,0.2,0.08,0.6,0.52,0.56,55.43
0.65,0.23,0.06,0.6,0.58,0.59,55.63
0.70,0.23,0.05,0.6,0.67,0.64,48.81
0.75,0.19,0.03,0.6,0.75,0.67,40.59
0.80,0.17,0.02,0.61,0.83,0.7,34.93
0.85,0.12,0.01,0.6,0.93,0.73,25.93
0.90,0.02,0.0,0.58,0.98,0.73,16.44
min
0.60,0.2,0.08,0.6,0.52,0.56,55.43
0.65,0.23,0.06,0.6,0.58,0.59,55.63
0.70,0.23,0.05,0.6,0.67,0.64,48.81
0.75,0.19,0.03,0.6,0.75,0.67,40.59
0.80,0.17,0.02,0.61,0.83,0.7,34.93
0.85,0.12,0.01,0.6,0.93,0.73,25.93
0.90,0.02,0.0,0.58,0.98,0.73,16.44
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 5736.05 seconds
