,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.07,0.14,0.61,0.18,0.28,469.06
0.45,0.09,0.08,0.56,0.29,0.38,397.1
0.50,0.13,0.12,0.58,0.37,0.45,298.48
0.55,0.18,0.13,0.6,0.47,0.53,245.82
0.60,0.2,0.07,0.59,0.54,0.57,270.29
0.65,0.23,0.05,0.6,0.62,0.61,284.22
0.70,0.2,0.03,0.6,0.69,0.64,242.45
max
0.40,0.07,0.14,0.61,0.18,0.28,469.06
0.45,0.09,0.08,0.56,0.29,0.38,397.1
0.50,0.13,0.12,0.58,0.37,0.45,298.48
0.55,0.18,0.13,0.6,0.47,0.53,245.82
0.60,0.2,0.07,0.59,0.54,0.57,270.29
0.65,0.23,0.05,0.6,0.62,0.61,284.22
0.70,0.2,0.03,0.6,0.69,0.64,242.45
min
0.40,0.07,0.14,0.61,0.18,0.28,469.06
0.45,0.09,0.08,0.56,0.29,0.38,397.1
0.50,0.13,0.12,0.58,0.37,0.45,298.48
0.55,0.18,0.13,0.6,0.47,0.53,245.82
0.60,0.2,0.07,0.59,0.54,0.57,270.29
0.65,0.23,0.05,0.6,0.62,0.61,284.22
0.70,0.2,0.03,0.6,0.69,0.64,242.45
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 2238.45 seconds
