,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.25,0.09,0.62,0.58,0.6,258.19
0.65,0.26,0.07,0.62,0.66,0.64,221.57
0.70,0.24,0.05,0.62,0.72,0.67,193.26
0.75,0.2,0.03,0.61,0.8,0.69,155.76
0.80,0.18,0.02,0.62,0.89,0.73,100.4
0.85,0.11,0.01,0.6,0.95,0.74,73.63
0.90,0.03,0.0,0.58,0.98,0.73,45.68
max
0.60,0.25,0.09,0.62,0.58,0.6,258.19
0.65,0.26,0.07,0.62,0.66,0.64,221.57
0.70,0.24,0.05,0.62,0.72,0.67,193.26
0.75,0.2,0.03,0.61,0.8,0.69,155.76
0.80,0.18,0.02,0.62,0.89,0.73,100.4
0.85,0.11,0.01,0.6,0.95,0.74,73.63
0.90,0.03,0.0,0.58,0.98,0.73,45.68
min
0.60,0.25,0.09,0.62,0.58,0.6,258.19
0.65,0.26,0.07,0.62,0.66,0.64,221.57
0.70,0.24,0.05,0.62,0.72,0.67,193.26
0.75,0.2,0.03,0.61,0.8,0.69,155.76
0.80,0.18,0.02,0.62,0.89,0.73,100.4
0.85,0.11,0.01,0.6,0.95,0.74,73.63
0.90,0.03,0.0,0.58,0.98,0.73,45.68
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 11636.97 seconds
