,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,1.0,0.0,0.0,195.74
0.65,0.0,0.0,0.86,0.0,0.01,207.93
0.70,0.0,0.0,0.95,0.01,0.02,206.75
0.75,0.01,0.01,0.75,0.03,0.06,45801.21
0.80,0.08,0.08,0.81,0.21,0.33,192.77
0.85,0.26,0.22,0.73,0.59,0.65,165.38
0.90,0.09,0.06,0.61,0.97,0.75,40.82
max
0.60,0.0,0.0,1.0,0.0,0.0,195.74
0.65,0.0,0.0,0.86,0.0,0.01,207.93
0.70,0.0,0.0,0.95,0.01,0.02,206.75
0.75,0.01,0.01,0.75,0.03,0.06,45801.21
0.80,0.08,0.08,0.81,0.21,0.33,192.77
0.85,0.26,0.22,0.73,0.59,0.65,165.38
0.90,0.09,0.06,0.61,0.97,0.75,40.82
min
0.60,0.0,0.0,1.0,0.0,0.0,195.74
0.65,0.0,0.0,0.86,0.0,0.01,207.93
0.70,0.0,0.0,0.95,0.01,0.02,206.75
0.75,0.01,0.01,0.75,0.03,0.06,45801.21
0.80,0.08,0.08,0.81,0.21,0.33,192.77
0.85,0.26,0.22,0.73,0.59,0.65,165.38
0.90,0.09,0.06,0.61,0.97,0.75,40.82
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 64057.75 seconds
