,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.04,0.05,0.83,0.09,0.17,1999.77
0.40,0.16,0.24,0.72,0.34,0.46,535.35
0.45,0.28,0.39,0.72,0.53,0.61,414.07
0.50,0.36,0.36,0.7,0.65,0.68,362.88
0.55,0.36,0.23,0.68,0.73,0.71,316.49
0.60,0.32,0.16,0.67,0.81,0.73,272.5
0.65,0.28,0.14,0.66,0.87,0.75,255.19
0.70,0.22,0.1,0.65,0.91,0.76,180.53
max
0.35,0.04,0.05,0.83,0.09,0.17,1999.77
0.40,0.16,0.24,0.72,0.34,0.46,535.35
0.45,0.28,0.39,0.72,0.53,0.61,414.07
0.50,0.36,0.36,0.7,0.65,0.68,362.88
0.55,0.36,0.23,0.68,0.73,0.71,316.49
0.60,0.32,0.16,0.67,0.81,0.73,272.5
0.65,0.28,0.14,0.66,0.87,0.75,255.19
0.70,0.22,0.1,0.65,0.91,0.76,180.53
min
0.35,0.04,0.05,0.83,0.09,0.17,1999.77
0.40,0.16,0.24,0.72,0.34,0.46,535.35
0.45,0.28,0.39,0.72,0.53,0.61,414.07
0.50,0.36,0.36,0.7,0.65,0.68,362.88
0.55,0.36,0.23,0.68,0.73,0.71,316.49
0.60,0.32,0.16,0.67,0.81,0.73,272.5
0.65,0.28,0.14,0.66,0.87,0.75,255.19
0.70,0.22,0.1,0.65,0.91,0.76,180.53
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 4362.27 seconds
