,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.21,0.18,0.63,0.49,0.55,277.45
0.65,0.24,0.09,0.61,0.59,0.6,244.31
0.70,0.24,0.06,0.61,0.66,0.63,209.7
0.75,0.2,0.03,0.6,0.74,0.66,145.32
0.80,0.17,0.02,0.61,0.83,0.7,93.11
0.85,0.12,0.01,0.6,0.93,0.73,63.56
0.90,0.02,0.0,0.58,0.98,0.73,35.61
max
0.60,0.21,0.18,0.63,0.49,0.55,277.45
0.65,0.24,0.09,0.61,0.59,0.6,244.31
0.70,0.24,0.06,0.61,0.66,0.63,209.7
0.75,0.2,0.03,0.6,0.74,0.66,145.32
0.80,0.17,0.02,0.61,0.83,0.7,93.11
0.85,0.12,0.01,0.6,0.93,0.73,63.56
0.90,0.02,0.0,0.58,0.98,0.73,35.61
min
0.60,0.21,0.18,0.63,0.49,0.55,277.45
0.65,0.24,0.09,0.61,0.59,0.6,244.31
0.70,0.24,0.06,0.61,0.66,0.63,209.7
0.75,0.2,0.03,0.6,0.74,0.66,145.32
0.80,0.17,0.02,0.61,0.83,0.7,93.11
0.85,0.12,0.01,0.6,0.93,0.73,63.56
0.90,0.02,0.0,0.58,0.98,0.73,35.61
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 6831.64 seconds
