,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.15,0.23,0.63,0.36,0.46,60.66
0.40,0.18,0.16,0.61,0.46,0.52,57.5
0.45,0.23,0.13,0.62,0.53,0.57,51.33
0.50,0.25,0.11,0.62,0.59,0.6,48.29
0.55,0.26,0.09,0.62,0.64,0.63,44.56
0.60,0.22,0.05,0.61,0.72,0.66,41.77
0.65,0.19,0.03,0.6,0.79,0.68,36.15
0.70,0.17,0.02,0.61,0.86,0.71,29.12
max
0.35,0.15,0.23,0.63,0.36,0.46,60.66
0.40,0.18,0.16,0.61,0.46,0.52,57.5
0.45,0.23,0.13,0.62,0.53,0.57,51.33
0.50,0.25,0.11,0.62,0.59,0.6,48.29
0.55,0.26,0.09,0.62,0.64,0.63,44.56
0.60,0.22,0.05,0.61,0.72,0.66,41.77
0.65,0.19,0.03,0.6,0.79,0.68,36.15
0.70,0.17,0.02,0.61,0.86,0.71,29.12
min
0.35,0.15,0.23,0.63,0.36,0.46,60.66
0.40,0.18,0.16,0.61,0.46,0.52,57.5
0.45,0.23,0.13,0.62,0.53,0.57,51.33
0.50,0.25,0.11,0.62,0.59,0.6,48.29
0.55,0.26,0.09,0.62,0.64,0.63,44.56
0.60,0.22,0.05,0.61,0.72,0.66,41.77
0.65,0.19,0.03,0.6,0.79,0.68,36.15
0.70,0.17,0.02,0.61,0.86,0.71,29.12
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 10284.96 seconds
