,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.01,0.01,0.76,0.03,0.05,381.07
0.40,0.11,0.15,0.8,0.22,0.35,355.63
0.45,0.28,0.42,0.75,0.5,0.6,299.53
0.50,0.36,0.4,0.73,0.63,0.67,260.89
0.55,0.4,0.31,0.7,0.72,0.71,215.33
0.60,0.31,0.2,0.67,0.82,0.74,168.15
0.65,0.22,0.06,0.64,0.88,0.74,129.66
0.70,0.16,0.03,0.62,0.93,0.74,97.62
max
0.35,0.01,0.01,0.76,0.03,0.05,381.07
0.40,0.11,0.15,0.8,0.22,0.35,355.63
0.45,0.28,0.42,0.75,0.5,0.6,299.53
0.50,0.36,0.4,0.73,0.63,0.67,260.89
0.55,0.4,0.31,0.7,0.72,0.71,215.33
0.60,0.31,0.2,0.67,0.82,0.74,168.15
0.65,0.22,0.06,0.64,0.88,0.74,129.66
0.70,0.16,0.03,0.62,0.93,0.74,97.62
min
0.35,0.01,0.01,0.76,0.03,0.05,381.07
0.40,0.11,0.15,0.8,0.22,0.35,355.63
0.45,0.28,0.42,0.75,0.5,0.6,299.53
0.50,0.36,0.4,0.73,0.63,0.67,260.89
0.55,0.4,0.31,0.7,0.72,0.71,215.33
0.60,0.31,0.2,0.67,0.82,0.74,168.15
0.65,0.22,0.06,0.64,0.88,0.74,129.66
0.70,0.16,0.03,0.62,0.93,0.74,97.62
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 21979.27 seconds
