,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.02,0.02,0.69,0.04,0.08,16.97
0.65,0.12,0.22,0.79,0.22,0.35,16.03
0.70,0.21,0.26,0.72,0.42,0.53,16.46
0.75,0.37,0.28,0.69,0.66,0.68,16.02
0.80,0.22,0.06,0.63,0.84,0.72,15.41
0.85,0.08,0.01,0.6,0.96,0.74,11.49
0.90,0.0,0.0,0.58,0.98,0.73,9.78
max
0.60,0.02,0.02,0.69,0.04,0.08,16.97
0.65,0.12,0.22,0.79,0.22,0.35,16.03
0.70,0.21,0.26,0.72,0.42,0.53,16.46
0.75,0.37,0.28,0.69,0.66,0.68,16.02
0.80,0.22,0.06,0.63,0.84,0.72,15.41
0.85,0.08,0.01,0.6,0.96,0.74,11.49
0.90,0.0,0.0,0.58,0.98,0.73,9.78
min
0.60,0.02,0.02,0.69,0.04,0.08,16.97
0.65,0.12,0.22,0.79,0.22,0.35,16.03
0.70,0.21,0.26,0.72,0.42,0.53,16.46
0.75,0.37,0.28,0.69,0.66,0.68,16.02
0.80,0.22,0.06,0.63,0.84,0.72,15.41
0.85,0.08,0.01,0.6,0.96,0.74,11.49
0.90,0.0,0.0,0.58,0.98,0.73,9.78
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 16995.83 seconds
