,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.11,0.05,0.55,0.4,0.46,262.58
0.65,0.18,0.07,0.59,0.51,0.55,254.87
0.70,0.2,0.05,0.59,0.61,0.6,204.72
0.75,0.19,0.03,0.59,0.7,0.64,170.98
0.80,0.15,0.02,0.59,0.8,0.68,129.01
0.85,0.1,0.01,0.59,0.91,0.72,73.82
0.90,0.01,0.0,0.58,0.98,0.73,39.75
max
0.60,0.11,0.05,0.55,0.4,0.46,262.58
0.65,0.18,0.07,0.59,0.51,0.55,254.87
0.70,0.2,0.05,0.59,0.61,0.6,204.72
0.75,0.19,0.03,0.59,0.7,0.64,170.98
0.80,0.15,0.02,0.59,0.8,0.68,129.01
0.85,0.1,0.01,0.59,0.91,0.72,73.82
0.90,0.01,0.0,0.58,0.98,0.73,39.75
min
0.60,0.11,0.05,0.55,0.4,0.46,262.58
0.65,0.18,0.07,0.59,0.51,0.55,254.87
0.70,0.2,0.05,0.59,0.61,0.6,204.72
0.75,0.19,0.03,0.59,0.7,0.64,170.98
0.80,0.15,0.02,0.59,0.8,0.68,129.01
0.85,0.1,0.01,0.59,0.91,0.72,73.82
0.90,0.01,0.0,0.58,0.98,0.73,39.75
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 17109.15 seconds
