,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.42,0.4,0.73,0.69,0.71,396.27
0.65,0.4,0.29,0.7,0.77,0.74,332.8
0.70,0.31,0.17,0.67,0.85,0.75,253.61
0.75,0.21,0.06,0.64,0.92,0.75,196.32
0.80,0.14,0.04,0.62,0.95,0.75,149.73
0.85,0.06,0.01,0.59,0.98,0.74,95.45
0.90,0.01,0.0,0.58,0.99,0.73,63.89
max
0.60,0.42,0.4,0.73,0.69,0.71,396.27
0.65,0.4,0.29,0.7,0.77,0.74,332.8
0.70,0.31,0.17,0.67,0.85,0.75,253.61
0.75,0.21,0.06,0.64,0.92,0.75,196.32
0.80,0.14,0.04,0.62,0.95,0.75,149.73
0.85,0.06,0.01,0.59,0.98,0.74,95.45
0.90,0.01,0.0,0.58,0.99,0.73,63.89
min
0.60,0.42,0.4,0.73,0.69,0.71,396.27
0.65,0.4,0.29,0.7,0.77,0.74,332.8
0.70,0.31,0.17,0.67,0.85,0.75,253.61
0.75,0.21,0.06,0.64,0.92,0.75,196.32
0.80,0.14,0.04,0.62,0.95,0.75,149.73
0.85,0.06,0.01,0.59,0.98,0.74,95.45
0.90,0.01,0.0,0.58,0.99,0.73,63.89
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 6876.13 seconds
