,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.16,0.33,0.75,0.3,0.43,481.58
0.65,0.29,0.44,0.76,0.52,0.61,379.52
0.70,0.37,0.2,0.68,0.7,0.69,289.64
0.75,0.24,0.07,0.64,0.84,0.72,205.46
0.80,0.12,0.02,0.61,0.94,0.74,121.24
0.85,0.03,0.0,0.59,0.98,0.73,75.98
0.90,0.0,0.0,0.58,0.99,0.73,57.62
max
0.60,0.16,0.33,0.75,0.3,0.43,481.58
0.65,0.29,0.44,0.76,0.52,0.61,379.52
0.70,0.37,0.2,0.68,0.7,0.69,289.64
0.75,0.24,0.07,0.64,0.84,0.72,205.46
0.80,0.12,0.02,0.61,0.94,0.74,121.24
0.85,0.03,0.0,0.59,0.98,0.73,75.98
0.90,-0.0,0.0,0.58,0.99,0.73,57.62
min
0.60,0.16,0.33,0.75,0.3,0.43,481.58
0.65,0.29,0.44,0.76,0.52,0.61,379.52
0.70,0.37,0.2,0.68,0.7,0.69,289.64
0.75,0.24,0.07,0.64,0.84,0.72,205.46
0.80,0.12,0.02,0.61,0.94,0.74,121.24
0.85,0.03,0.0,0.59,0.98,0.73,75.98
0.90,-0.0,0.0,0.58,0.99,0.73,57.62
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 16409.25 seconds
