,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.02,0.01,0.61,0.07,0.13,97.64
0.40,0.16,0.29,0.72,0.32,0.44,84.75
0.45,0.22,0.3,0.68,0.47,0.56,74.34
0.50,0.34,0.35,0.7,0.63,0.66,70.62
0.55,0.37,0.31,0.68,0.73,0.71,61.67
0.60,0.32,0.19,0.67,0.81,0.73,56.04
0.65,0.25,0.11,0.65,0.87,0.75,49.26
0.70,0.19,0.05,0.63,0.92,0.75,43.86
max
0.35,0.02,0.01,0.61,0.07,0.13,97.64
0.40,0.16,0.29,0.72,0.32,0.44,84.75
0.45,0.22,0.3,0.68,0.47,0.56,74.34
0.50,0.34,0.35,0.7,0.63,0.66,70.62
0.55,0.37,0.31,0.68,0.73,0.71,61.67
0.60,0.32,0.19,0.67,0.81,0.73,56.04
0.65,0.25,0.11,0.65,0.87,0.75,49.26
0.70,0.19,0.05,0.63,0.92,0.75,43.86
min
0.35,0.02,0.01,0.61,0.07,0.13,97.64
0.40,0.16,0.29,0.72,0.32,0.44,84.75
0.45,0.22,0.3,0.68,0.47,0.56,74.34
0.50,0.34,0.35,0.7,0.63,0.66,70.62
0.55,0.37,0.31,0.68,0.73,0.71,61.67
0.60,0.32,0.19,0.67,0.81,0.73,56.04
0.65,0.25,0.11,0.65,0.87,0.75,49.26
0.70,0.19,0.05,0.63,0.92,0.75,43.86
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 562.92 seconds
