,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.01,0.01,0.94,0.02,0.03,19.26
0.65,0.01,0.01,0.82,0.03,0.06,17.73
0.70,0.19,0.34,0.77,0.37,0.5,17.27
0.75,0.3,0.28,0.7,0.57,0.63,17.29
0.80,0.25,0.08,0.64,0.79,0.71,17.32
0.85,0.12,0.02,0.6,0.93,0.73,16.11
0.90,0.01,0.0,0.58,0.98,0.73,10.87
max
0.60,0.01,0.01,0.94,0.02,0.03,19.26
0.65,0.01,0.01,0.82,0.03,0.06,17.73
0.70,0.19,0.34,0.77,0.37,0.5,17.27
0.75,0.3,0.28,0.7,0.57,0.63,17.29
0.80,0.25,0.08,0.64,0.79,0.71,17.32
0.85,0.12,0.02,0.6,0.93,0.73,16.11
0.90,0.01,0.0,0.58,0.98,0.73,10.87
min
0.60,0.01,0.01,0.94,0.02,0.03,19.26
0.65,0.01,0.01,0.82,0.03,0.06,17.73
0.70,0.19,0.34,0.77,0.37,0.5,17.27
0.75,0.3,0.28,0.7,0.57,0.63,17.29
0.80,0.25,0.08,0.64,0.79,0.71,17.32
0.85,0.12,0.02,0.6,0.93,0.73,16.11
0.90,0.01,0.0,0.58,0.98,0.73,10.87
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 17237.19 seconds
