,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.76,0.01,0.01,523.22
0.65,0.06,0.08,0.76,0.14,0.24,492.09
0.70,0.18,0.31,0.7,0.38,0.49,408.17
0.75,0.27,0.23,0.67,0.57,0.62,339.01
0.80,0.21,0.05,0.62,0.79,0.69,214.36
0.85,0.08,0.01,0.59,0.93,0.73,106.56
0.90,0.0,0.0,0.58,0.98,0.73,61.94
max
0.60,0.0,0.0,0.76,0.01,0.01,523.22
0.65,0.06,0.08,0.76,0.14,0.24,492.09
0.70,0.18,0.31,0.7,0.38,0.49,408.17
0.75,0.27,0.23,0.67,0.57,0.62,339.01
0.80,0.21,0.05,0.62,0.79,0.69,214.36
0.85,0.08,0.01,0.59,0.93,0.73,106.56
0.90,0.0,0.0,0.58,0.98,0.73,61.94
min
0.60,0.0,0.0,0.76,0.01,0.01,523.22
0.65,0.06,0.08,0.76,0.14,0.24,492.09
0.70,0.18,0.31,0.7,0.38,0.49,408.17
0.75,0.27,0.23,0.67,0.57,0.62,339.01
0.80,0.21,0.05,0.62,0.79,0.69,214.36
0.85,0.08,0.01,0.59,0.93,0.73,106.56
0.90,0.0,0.0,0.58,0.98,0.73,61.94
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 15470.47 seconds
