,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.0,-0.02,0.43,0.05,0.09,251.83
0.40,0.04,0.05,0.52,0.13,0.21,247.22
0.45,0.07,0.06,0.53,0.27,0.35,227.65
0.50,0.1,0.07,0.55,0.36,0.43,205.9
0.55,0.16,0.09,0.59,0.46,0.52,187.25
0.60,0.2,0.06,0.59,0.56,0.57,164.59
0.65,0.22,0.06,0.59,0.62,0.61,142.42
0.70,0.2,0.04,0.6,0.72,0.65,118.28
max
0.35,0.0,-0.02,0.43,0.05,0.09,251.83
0.40,0.04,0.05,0.52,0.13,0.21,247.22
0.45,0.07,0.06,0.53,0.27,0.35,227.65
0.50,0.1,0.07,0.55,0.36,0.43,205.9
0.55,0.16,0.09,0.59,0.46,0.52,187.25
0.60,0.2,0.06,0.59,0.56,0.57,164.59
0.65,0.22,0.06,0.59,0.62,0.61,142.42
0.70,0.2,0.04,0.6,0.72,0.65,118.28
min
0.35,0.0,-0.02,0.43,0.05,0.09,251.83
0.40,0.04,0.05,0.52,0.13,0.21,247.22
0.45,0.07,0.06,0.53,0.27,0.35,227.65
0.50,0.1,0.07,0.55,0.36,0.43,205.9
0.55,0.16,0.09,0.59,0.46,0.52,187.25
0.60,0.2,0.06,0.59,0.56,0.57,164.59
0.65,0.22,0.06,0.59,0.62,0.61,142.42
0.70,0.2,0.04,0.6,0.72,0.65,118.28
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 34868.16 seconds
