,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.35,0.0,0.0,1.0,0.0,0.0,135.59
0.40,0.0,0.0,1.0,0.0,0.0,140.55
0.45,0.0,0.0,0.84,0.01,0.02,135.12
0.50,0.02,0.02,0.63,0.05,0.1,138.01
0.55,0.18,0.35,0.76,0.35,0.48,128.95
0.60,0.3,0.4,0.72,0.56,0.63,112.58
0.65,0.38,0.28,0.69,0.72,0.71,98.53
0.70,0.27,0.11,0.65,0.83,0.73,84.76
max
0.35,-0.0,0.0,1.0,-0.0,-0.0,135.59
0.40,0.0,0.0,1.0,0.0,0.0,140.55
0.45,0.0,0.0,0.84,0.01,0.02,135.12
0.50,0.02,0.02,0.63,0.05,0.1,138.01
0.55,0.18,0.35,0.76,0.35,0.48,128.95
0.60,0.3,0.4,0.72,0.56,0.63,112.58
0.65,0.38,0.28,0.69,0.72,0.71,98.53
0.70,0.27,0.11,0.65,0.83,0.73,84.76
min
0.35,-0.0,0.0,1.0,-0.0,-0.0,135.59
0.40,0.0,0.0,1.0,0.0,0.0,140.55
0.45,0.0,0.0,0.84,0.01,0.02,135.12
0.50,0.02,0.02,0.63,0.05,0.1,138.01
0.55,0.18,0.35,0.76,0.35,0.48,128.95
0.60,0.3,0.4,0.72,0.56,0.63,112.58
0.65,0.38,0.28,0.69,0.72,0.71,98.53
0.70,0.27,0.11,0.65,0.83,0.73,84.76
std
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 9905.67 seconds
