,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.71,0.01,0.02,135.31
0.65,0.01,0.01,0.78,0.02,0.03,144.88
0.70,0.11,0.15,0.68,0.25,0.37,133.12
0.75,0.24,0.26,0.7,0.5,0.58,99.93
0.80,0.26,0.09,0.63,0.73,0.68,93.96
0.85,0.12,0.02,0.6,0.9,0.72,67.51
0.90,0.01,0.0,0.58,0.98,0.73,40.27
max
0.60,0.0,0.0,0.71,0.01,0.02,135.31
0.65,0.01,0.01,0.78,0.02,0.03,144.88
0.70,0.11,0.15,0.68,0.25,0.37,133.12
0.75,0.24,0.26,0.7,0.5,0.58,99.93
0.80,0.26,0.09,0.63,0.73,0.68,93.96
0.85,0.12,0.02,0.6,0.9,0.72,67.51
0.90,0.01,0.0,0.58,0.98,0.73,40.27
min
0.60,0.0,0.0,0.71,0.01,0.02,135.31
0.65,0.01,0.01,0.78,0.02,0.03,144.88
0.70,0.11,0.15,0.68,0.25,0.37,133.12
0.75,0.24,0.26,0.7,0.5,0.58,99.93
0.80,0.26,0.09,0.63,0.73,0.68,93.96
0.85,0.12,0.02,0.6,0.9,0.72,67.51
0.90,0.01,0.0,0.58,0.98,0.73,40.27
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 13483.73 seconds
