,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.0,0.0,1.0,0.0,0.0,487.1
0.10,0.06,0.11,0.58,0.17,0.27,467.64
0.15,0.09,0.18,0.59,0.25,0.35,355.68
0.20,0.12,0.12,0.57,0.36,0.44,359.54
0.25,0.17,0.13,0.59,0.46,0.52,403.88
0.30,0.21,0.12,0.6,0.53,0.56,297.19
0.35,0.24,0.07,0.6,0.61,0.6,229.14
0.40,0.24,0.07,0.61,0.66,0.63,196.88
0.45,0.23,0.06,0.61,0.7,0.65,172.73
0.50,0.22,0.05,0.61,0.74,0.67,186.67
max
0.05,0.0,0.0,1.0,0.0,0.0,487.1
0.10,0.06,0.11,0.58,0.17,0.27,467.64
0.15,0.09,0.18,0.59,0.25,0.35,355.68
0.20,0.12,0.12,0.57,0.36,0.44,359.54
0.25,0.17,0.13,0.59,0.46,0.52,403.88
0.30,0.21,0.12,0.6,0.53,0.56,297.19
0.35,0.24,0.07,0.6,0.61,0.6,229.14
0.40,0.24,0.07,0.61,0.66,0.63,196.88
0.45,0.23,0.06,0.61,0.7,0.65,172.73
0.50,0.22,0.05,0.61,0.74,0.67,186.67
min
0.05,0.0,0.0,1.0,0.0,0.0,487.1
0.10,0.06,0.11,0.58,0.17,0.27,467.64
0.15,0.09,0.18,0.59,0.25,0.35,355.68
0.20,0.12,0.12,0.57,0.36,0.44,359.54
0.25,0.17,0.13,0.59,0.46,0.52,403.88
0.30,0.21,0.12,0.6,0.53,0.56,297.19
0.35,0.24,0.07,0.6,0.61,0.6,229.14
0.40,0.24,0.07,0.61,0.66,0.63,196.88
0.45,0.23,0.06,0.61,0.7,0.65,172.73
0.50,0.22,0.05,0.61,0.74,0.67,186.67
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 3176.33 seconds
