,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.50,0.0,0.0,1.0,0.01,0.02,682.51
0.55,0.01,0.0,1.0,0.01,0.03,628.56
0.60,0.04,0.05,0.79,0.09,0.16,608.67
0.65,0.18,0.33,0.77,0.34,0.47,492.01
0.70,0.34,0.49,0.79,0.56,0.65,391.85
0.75,0.41,0.32,0.71,0.74,0.72,287.39
0.80,0.26,0.08,0.65,0.86,0.74,204.37
0.85,0.14,0.02,0.61,0.95,0.75,137.56
0.90,0.03,0.0,0.59,0.98,0.73,92.53
max
0.50,0.0,0.0,1.0,0.01,0.02,682.51
0.55,0.01,0.0,1.0,0.01,0.03,628.56
0.60,0.04,0.05,0.79,0.09,0.16,608.67
0.65,0.18,0.33,0.77,0.34,0.47,492.01
0.70,0.34,0.49,0.79,0.56,0.65,391.85
0.75,0.41,0.32,0.71,0.74,0.72,287.39
0.80,0.26,0.08,0.65,0.86,0.74,204.37
0.85,0.14,0.02,0.61,0.95,0.75,137.56
0.90,0.03,0.0,0.59,0.98,0.73,92.53
min
0.50,0.0,0.0,1.0,0.01,0.02,682.51
0.55,0.01,0.0,1.0,0.01,0.03,628.56
0.60,0.04,0.05,0.79,0.09,0.16,608.67
0.65,0.18,0.33,0.77,0.34,0.47,492.01
0.70,0.34,0.49,0.79,0.56,0.65,391.85
0.75,0.41,0.32,0.71,0.74,0.72,287.39
0.80,0.26,0.08,0.65,0.86,0.74,204.37
0.85,0.14,0.02,0.61,0.95,0.75,137.56
0.90,0.03,0.0,0.59,0.98,0.73,92.53
std
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 3548.34 seconds
