,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.17,0.08,0.58,0.49,0.53,43.72
0.65,0.23,0.07,0.6,0.6,0.6,42.31
0.70,0.21,0.04,0.6,0.68,0.64,35.53
0.75,0.18,0.03,0.6,0.76,0.67,29.27
0.80,0.15,0.02,0.6,0.86,0.71,23.13
0.85,0.07,0.01,0.59,0.96,0.73,15.65
0.90,0.0,0.0,0.58,0.99,0.73,11.21
max
0.60,0.17,0.08,0.58,0.49,0.53,43.72
0.65,0.23,0.07,0.6,0.6,0.6,42.31
0.70,0.21,0.04,0.6,0.68,0.64,35.53
0.75,0.18,0.03,0.6,0.76,0.67,29.27
0.80,0.15,0.02,0.6,0.86,0.71,23.13
0.85,0.07,0.01,0.59,0.96,0.73,15.65
0.90,0.0,0.0,0.58,0.99,0.73,11.21
min
0.60,0.17,0.08,0.58,0.49,0.53,43.72
0.65,0.23,0.07,0.6,0.6,0.6,42.31
0.70,0.21,0.04,0.6,0.68,0.64,35.53
0.75,0.18,0.03,0.6,0.76,0.67,29.27
0.80,0.15,0.02,0.6,0.86,0.71,23.13
0.85,0.07,0.01,0.59,0.96,0.73,15.65
0.90,0.0,0.0,0.58,0.99,0.73,11.21
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 66551.77 seconds
