,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.0,0.0,1.0,0.0,0.0,77.97
0.10,0.0,0.0,1.0,0.0,0.0,70.23
0.15,0.04,0.08,0.53,0.16,0.24,83.88
0.20,0.09,0.16,0.58,0.27,0.37,66.58
0.25,0.12,0.14,0.57,0.38,0.45,58.42
0.30,0.15,0.1,0.57,0.47,0.51,53.89
0.35,0.2,0.12,0.59,0.55,0.57,49.06
0.40,0.19,0.05,0.58,0.62,0.6,45.28
0.45,0.19,0.05,0.59,0.68,0.63,41.31
0.50,0.18,0.04,0.59,0.72,0.65,33.72
0.55,0.17,0.03,0.6,0.79,0.68,23.78
max
0.05,0.0,0.0,1.0,0.0,0.0,77.97
0.10,0.0,0.0,1.0,0.0,0.0,70.23
0.15,0.04,0.08,0.53,0.16,0.24,83.88
0.20,0.09,0.16,0.58,0.27,0.37,66.58
0.25,0.12,0.14,0.57,0.38,0.45,58.42
0.30,0.15,0.1,0.57,0.47,0.51,53.89
0.35,0.2,0.12,0.59,0.55,0.57,49.06
0.40,0.19,0.05,0.58,0.62,0.6,45.28
0.45,0.19,0.05,0.59,0.68,0.63,41.31
0.50,0.18,0.04,0.59,0.72,0.65,33.72
0.55,0.17,0.03,0.6,0.79,0.68,23.78
min
0.05,0.0,0.0,1.0,0.0,0.0,77.97
0.10,0.0,0.0,1.0,0.0,0.0,70.23
0.15,0.04,0.08,0.53,0.16,0.24,83.88
0.20,0.09,0.16,0.58,0.27,0.37,66.58
0.25,0.12,0.14,0.57,0.38,0.45,58.42
0.30,0.15,0.1,0.57,0.47,0.51,53.89
0.35,0.2,0.12,0.59,0.55,0.57,49.06
0.40,0.19,0.05,0.58,0.62,0.6,45.28
0.45,0.19,0.05,0.59,0.68,0.63,41.31
0.50,0.18,0.04,0.59,0.72,0.65,33.72
0.55,0.17,0.03,0.6,0.79,0.68,23.78
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 14732.51 seconds
