,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.01,0.01,0.66,0.04,0.07,219.8
0.65,0.05,0.07,0.69,0.13,0.22,180.36
0.70,0.2,0.31,0.71,0.41,0.52,199.33
0.75,0.31,0.25,0.69,0.6,0.64,162.93
0.80,0.27,0.11,0.65,0.78,0.71,138.58
0.85,0.15,0.02,0.61,0.92,0.74,97.31
0.90,0.02,0.0,0.58,0.98,0.73,58.05
max
0.60,0.01,0.01,0.66,0.04,0.07,219.8
0.65,0.05,0.07,0.69,0.13,0.22,180.36
0.70,0.2,0.31,0.71,0.41,0.52,199.33
0.75,0.31,0.25,0.69,0.6,0.64,162.93
0.80,0.27,0.11,0.65,0.78,0.71,138.58
0.85,0.15,0.02,0.61,0.92,0.74,97.31
0.90,0.02,0.0,0.58,0.98,0.73,58.05
min
0.60,0.01,0.01,0.66,0.04,0.07,219.8
0.65,0.05,0.07,0.69,0.13,0.22,180.36
0.70,0.2,0.31,0.71,0.41,0.52,199.33
0.75,0.31,0.25,0.69,0.6,0.64,162.93
0.80,0.27,0.11,0.65,0.78,0.71,138.58
0.85,0.15,0.02,0.61,0.92,0.74,97.31
0.90,0.02,0.0,0.58,0.98,0.73,58.05
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 2845.89 seconds
